000009503 Gatza, Marene 3.67 2021
771136932 Kaarlela, Maryann 3.47 2019
771141998 Stocki, Xabin 1.26 2018
771155547 Yust, Macie 0.85 2021
771184264 Damboise, Electa 0.87 2018
771190252 Holtan, Ilhame 2.08 2021
771207659 Estevez, Stein 4.14 2018
771209041 Woodward, Severo 2.54 2020
771212799 Palos, Mirta 1.62 2022
771226924 Toporek, Ladislau 0.67 2021
771229106 Vidas, Casie 1.19 2020
771240854 Rykert, Arabi 4.09 2022
771268799 Gibert, Orion 2.32 2022
771269679 Glarson, Wisdom 1.79 2022
771271260 Thumm, Delcho 4.83 2021
771278127 Mccarron, Pasion 3.96 2019
771292841 Haraguchi, Lie 0.44 2022
771294783 Guglielmina, Deneen 4.00 2022
771319902 Currey, Valdir 1.62 2018
771322746 Kinaj, Ella 2.62 2021
771326214 Donne, Adaia 2.38 2021
771327579 Rositano, Ausencia 1.07 2019
771330569 Schembri, Zhivko 1.13 2020
771357686 Keidong, Dragan 3.54 2022
771369590 Taurino, Shoshana 0.72 2019
771370515 Schradle, Tod 0.98 2018
771374389 Kassab, Joselin 3.67 2021
771413803 Hoerig, Bekkay 2.95 2022
771425943 Zaki, Dessiree 0.22 2019
771428159 Jeffus, Sana 4.86 2018
771429630 Frayre, Faiz 3.50 2021
771434977 Loma, Colette 2.86 2021
771445529 Moros, Lucidia 0.48 2020
771454874 Pascall, Sulay 0.88 2020
771460178 Toeller, Itxaso 4.49 2020
771473901 Leadford, Isa 0.88 2019
771480073 Matus, Alexand 3.78 2020
771481547 Slaybaugh, George 1.30 2021
771532937 Litteer, Beula 4.01 2020
771555692 Lantz, Koly 0.70 2022
771574791 Molock, Gay 0.64 2022
771574375 Liebross, Linarejos 0.65 2019
771576956 Venne, Taunya 2.39 2021
771580197 Zappa, Teotimo 4.67 2018
771584298 Greensfelder, Aurora 0.47 2019
771595151 Granahan, Tamar 4.81 2022
771596906 Antrobus, Luis 3.87 2022
771624270 Censky, Zeineb 0.56 2018
771631776 Mccaman, Pietat 1.02 2021
771656989 Peals, Dayan 4.20 2021
771675065 Macaraig, Mittie 3.29 2020
771686907 Seaberry, Ernesto 3.76 2020
771690528 Andrew, Wenche 2.26 2021
771704110 Arnwine, Iñaky 3.28 2018
771705055 Reher, Yuhang 4.65 2021
771707344 Leto, Linjie 0.58 2020
771713858 Tasse, Niria 2.97 2020
771724633 Moistner, Arseniy 2.47 2021
771725500 Whitenton, Edilene 3.91 2018
771729797 Juarbe, Amath 4.06 2020
771740372 Heeth, Leann 1.31 2021
771750543 Patierno, Raeann 0.99 2022
771750899 Yantis, Oliwia 3.02 2022
771761277 Toelle, Susan 2.81 2020
771765793 Bald, Hermela 1.60 2019
771783537 Giard, Lorri 3.67 2022
771808097 Lupercio, Marlana 0.33 2018
771814021 Reudink, Xanet 0.06 2019
771818481 Nicklos, Dorleta 2.02 2022
771819791 Sydnor, Crisostoma 3.23 2022
771819105 Cioffi, Inmanol 1.92 2022
771824487 Bracken, Floyd 2.07 2018
771831173 Rodnguez, Akier 1.94 2018
771837042 Ba, Nereida 2.75 2021
771842395 Heern, Evandro 3.42 2022
771864925 Yockey, Micael 1.42 2018
771865994 Stubits, Lenna 0.86 2021
771868578 Sam, Krassimira 3.90 2018
771890692 Kalla, Imeldo 3.87 2020
771892833 Zupancic, Crispiniano 1.22 2020
771892182 Uljevic, Galina 2.39 2019
771907145 Noto, Terence 2.63 2021
771924273 Delrosario, Vanya 4.72 2021
771929232 Mcnevin, Marilo 2.95 2021
771934422 Fierra, Machelle 1.78 2020
771951658 Vullo, Zhiyuan 4.19 2019
771963057 Wnek, Simeon 0.99 2021
771971202 Blandon, Donino 3.86 2018
771984632 Mulkern, Rica 4.05 2022
771988749 Alsaqri, Rozanne 0.01 2022
771998939 Nabarro, Deanna 0.12 2019
771998349 Shelley, Jim 0.38 2022
771998058 Garick, Brindusa 1.20 2020
772005003 Riesland, Bushra 3.89 2021
772016132 Seavers, Derek 2.42 2022
772027272 Morgenroth, Txaber 4.24 2020
772031677 Tinker, Ananias 2.91 2021
772032977 Castelhano, Rosendo 4.18 2018
772042026 Borchard, Genevie 3.60 2021
772053030 Puccinelli, Masiel 4.13 2018
772060846 Snellenberger, Larbi 3.90 2020
772067185 Dewberry, Grazia 3.03 2020
772069430 Liggins, Ghazala 2.93 2021
772081237 Losinski, Shon 0.04 2022
772082348 Shugars, Phoebe 0.84 2018
772083371 Happer, Danielle 1.42 2019
772088568 Bargen, Gretta 4.94 2021
772108378 Wilkie, Madelin 2.67 2022
772112108 Praml, Daniella 2.36 2018
772114041 Hargrove, Tonny 3.05 2018
772119247 Buenaventura, Adhemar 0.21 2022
772119955 Santoni, Elisete 2.00 2021
772136152 Meza, Monserrate 4.52 2019
772143246 Ingwell, Guaxara 2.57 2019
772150024 Webbink, Segundo 1.75 2021
772153615 Do, Cristiam 1.94 2022
772162282 Burkdoll, Naia 3.23 2020
772178826 Lundie, Sumera 4.56 2022
772178322 Weltzin, Coumba 3.97 2020
772203313 Mcclay, Monsef 4.17 2020
772209216 Culhane, Liyun 0.70 2018
772211535 Munar, Fanta 4.78 2021
772217178 Buttaro, Nathaniel 2.35 2018
772251369 Poletti, Onelio 0.63 2021
772257100 Noland, Niesha 3.99 2020
772263546 Granthan, Susy 0.06 2022
772263457 Raith, Aditya 4.00 2021
772268521 Simenson, Saeid 0.88 2020
772291333 Pauli, Geralda 1.39 2021
772297807 Ulstad, Neida 0.24 2022
772313002 Astorino, Merideth 1.42 2022
772317144 Orama, Cortney 2.23 2020
772339519 Homma, Thor 3.22 2020
772339283 Senion, Laurentiu 0.42 2019
772346551 Gigstad, Francisc 2.85 2020
772352538 Kehr, Laurentiu 1.70 2021
772388997 Arquitt, Lyudmila 2.43 2022
772403566 Lundman, Yazira 4.93 2018
772407088 Bystrom, Sergei 0.08 2020
772416437 Moglia, Fadiala 1.13 2020
772421307 Deppen, Emilienne 3.74 2019
772453651 Kaschak, Amine 0.95 2018
772476230 Ciesco, Iu 2.05 2020
772488841 Nagelkirk, Jacquiline 0.91 2022
772490407 Lammon, Emma 2.40 2019
772495227 Sperduti, Andrea 0.84 2021
772563278 Skidgel, Kilian 0.73 2020
772683196 Brisco, Oleta 4.61 2018
772696376 Penington, Arvid 4.57 2018
772701303 Tinger, Parwinder 0.98 2018
772712754 Tuma, Valvanuz 3.72 2022
772726709 Fattore, Karolyn 1.28 2022
772728352 Graziani, Maico 2.48 2018
772735007 Sipple, Peio 4.40 2020
772736185 Bender, Mariñe 1.82 2021
772744504 Slocum, Klavdiya 3.30 2020
772748016 Reagans, Sidonia 1.29 2022
772751708 Stoneberg, Fousseyni 0.14 2020
772762505 Ingalsbe, Maritza 2.21 2020
772764507 Lafontant, Wenceslaa 2.26 2022
772784215 Brokaw, Iset 0.84 2020
772791914 Doceti, Lahcene 2.96 2021
772796981 Sbano, Mayela 0.50 2020
772798776 Patches, Consol 2.47 2022
772799889 Verigan, Lastenia 0.79 2019
772811202 Bartholic, Lorgio 4.36 2019
772812128 Glymph, Ortansa 1.64 2020
772817664 Randell, Juanma 0.44 2019
772834354 Thongchanh, Yousef 3.03 2020
772838421 Beckelhimer, Lamiri 1.11 2022
772839124 Vogeler, Anastasio 2.99 2021
772840525 Sermeno, Angelia 2.93 2018
772850847 Lanzo, Acaimo 0.82 2022
772853081 Tuggle, Aduanich 0.49 2021
772862669 Eberle, Marisela 0.92 2022
772874984 Edleston, Pacifico 0.36 2020
772875407 Mejorado, Emiliyan 2.11 2022
772881086 Wishon, Chassidy 1.26 2021
772882095 Markowitz, Xiaojian 2.95 2018
772889479 Bordas, Tiburcio 1.13 2018
772892802 Rell, Anthony 1.41 2019
772908444 Knoll, Hella 4.36 2019
772919307 Babbit, Anastacio 4.71 2019
772927671 Schellhorn, Abram 2.94 2021
772930844 Prior, Nonna 0.86 2020
772932640 Ingleton, Alaaeddine 2.66 2021
772933359 Hennegan, Piedraescrita 1.15 2022
772937242 Lauden, Lacy 3.52 2021
772956239 Dancel, Kayleen 3.65 2018
772981230 Batterton, Zhaira 4.50 2022
772985140 Schlag, Mihail 0.95 2021
772986581 Carmack, Stefanny 4.55 2018
772986128 Hoagberg, Asmat 1.16 2018
773000341 Hathcoat, Jyoti 1.25 2020
773007326 Bringer, Edgard 1.05 2020
773009795 Beske, Brezhoneg 1.53 2022
773020500 Poree, Dimitri 0.37 2018
773027610 Pummill, Kalyn 3.58 2020
773037541 Jaenicke, Khady 2.55 2020
773047747 Cumbaa, Fode 1.44 2019
773071898 Feilds, Zunaira 3.74 2020
773110058 Betker, Odina 0.60 2019
773112409 Rumberger, Jianjing 1.93 2019
773113194 Versage, Justiniana 1.47 2019
773121111 Deeg, Cleofas 4.44 2019
773122510 Goodgion, Snezha 2.41 2019
773125337 Erding, Nihat 3.70 2020
773134281 Tassa, Cenaida 2.91 2020
773141938 Keks, Nicefora 0.52 2022
773161566 Akkerman, Bouamama 3.66 2022
773167269 Maccartney, Amdy 4.47 2019
773215633 Gigliotti, Eligio 3.72 2021
773218138 Delcolle, Synthia 0.13 2021
773221064 Zemke, Celia 4.84 2021
773228565 Harabedian, Ingo 3.99 2022
773232576 Gamello, Monday 2.48 2021
773240882 Disanto, Dan 0.95 2021
773257066 Fallen, Diedra 0.01 2022
773265894 Jeltema, Cezarina 4.22 2021
773294846 Dupuis, Yoselin 0.53 2018
773313378 Voisin, Marilia 0.39 2022
773324758 Rochenstire, Justine 3.05 2022
773328948 Landowski, Guillermina 3.50 2018
773334292 Nordenson, Borgia 1.13 2020
773335315 Chais, Virgina 1.65 2020
773336246 Leady, Lancine 4.96 2019
773341779 Stockinger, Zhenya 0.31 2022
773345943 Scargall, Gaynelle 0.66 2022
773347494 Cease, Lesia 3.67 2018
773349229 Jalomo, Sumei 1.44 2021
773365791 Babu, Elisabeht 1.77 2019
773380095 Messamore, Xixi 2.02 2018
773396655 Upshur, Yaisa 0.39 2019
773405227 Janszen, Geny 4.11 2021
773415678 Harmeson, Siri 3.09 2021
773415851 Winberry, Asterio 2.65 2022
773416005 Smolka, Khadidiatou 0.36 2020
773425486 Sandine, Meiyan 4.45 2018
773466398 Donohoe, Alcides 4.72 2022
773475626 Sanagustin, Ametsa 4.17 2020
773501378 Garguilo, Hicham 0.78 2022
773504508 Meahl, Aithana 2.84 2022
773526109 Scicutella, Dolça 0.08 2020
773534227 Reisenauer, Abdoulaye 3.54 2020
773538435 Cobler, Maikol 3.72 2018
773573084 Mullennix, Macedonio 4.90 2020
773580266 Sathiraboot, Carmita 3.53 2019
773580913 Parrot, Waheed 4.65 2019
773585843 Amormino, Mujahid 2.06 2021
773590232 Earwood, Theodora 4.74 2020
773595669 Deeters, Maelle 2.31 2020
773605134 Werling, Hovik 1.75 2021
773607651 Bozzone, Ammar 1.30 2021
773608234 Kuakini, Cecil 2.36 2021
773617608 Stableford, Diallo 0.33 2019
773632348 Mccrory, Stephania 3.51 2020
773632130 Autry, Brihaspati 2.84 2018
773634884 Yasutomi, Ubaldina 4.65 2020
773634506 Klecha, Loyd 4.32 2019
773651136 Darius, Jacki 0.45 2022
773653932 Seils, Ramunas 2.59 2021
773670195 Wiederholt, Walda 4.09 2020
773705555 Rine, Rashid 2.48 2019
773706005 Buffey, Rafel 3.81 2018
773720972 Skewis, Endurance 0.95 2018
773721850 Solla, Antonios 1.10 2021
773731955 Sawicki, Hubert 1.61 2021
773750978 Pangle, Rina 2.26 2021
773759845 Blacketer, Don 2.52 2020
773770069 Stracener, Remzi 2.99 2021
773792529 Baas, Wioleta 1.40 2018
773795119 Sammons, Longinos 2.36 2018
773819375 Casas, Charki 2.04 2020
773826430 Nore, Gisele 0.51 2022
773845165 Schlesner, Natisha 3.86 2020
773850794 Kenekham, Klara 4.73 2019
773856938 Rajtar, Heikki 2.93 2020
773858220 Ruozzo, Stoyanka 0.81 2021
773896323 Hornstein, Stanel 0.18 2018
773906865 Foskett, Terencia 1.74 2020
773935307 Behrns, Aynhoa 0.17 2022
773938122 Tarrien, Lahcene 2.15 2020
773951816 Dokka, Lambert 0.08 2019
773970820 Volner, Emil 0.70 2021
773996421 Flenner, Rapita 1.64 2018
773997096 Ladonne, Gamal 3.47 2020
774002793 Kraichely, Nesrin 3.88 2019
774024040 Federick, Lavette 3.19 2019
774046537 Martt, Tibiabin 2.57 2018
774048675 Hagans, Volodymir 4.09 2021
774048933 Lamielle, Yassen 3.59 2019
774048227 Bramson, Sabria 0.67 2022
774074869 Maggs, Rueben 2.54 2018
774098558 Tuckerman, Yaniel 4.89 2021
774100881 Tela, Plamena 2.43 2021
774105693 Wolfgang, Georgetta 3.35 2021
774107752 Sima, Arnulfo 1.68 2021
774131259 Marasco, Sofian 0.69 2021
774132449 Lupoe, Dunia 4.61 2022
774138293 Dahlke, Conrad 0.94 2022
774139172 Stanis, Abdellilah 0.86 2019
774153274 Gwinner, Yobana 3.44 2018
774154881 Althauser, Alizia 3.86 2019
774172372 Nothstein, Evgeny 0.53 2021
774173769 Jumonville, Maudilio 1.26 2018
774177051 Villenas, Abdeljalal 0.04 2018
774178200 Kowaleski, Fawzia 0.40 2021
774181230 Agoro, Aldegunda 3.97 2018
774209672 Nepa, Maren 1.11 2019
774258549 Thomasson, Celena 2.59 2020
774264847 Gennusa, Abderrezak 4.05 2020
774292392 Mode, Xiangyang 3.32 2021
774308558 Minges, Laiene 2.94 2019
774311920 Herceg, Denitsa 4.51 2020
774323768 Chambley, Khamiss 1.99 2022
774335821 Thurgood, Nikolaus 1.61 2020
774340095 Feliberty, Agnelio 0.57 2020
774356869 Fumagalli, Micha 4.49 2020
774366283 Becenti, Muzaffar 1.31 2018
774369967 Lupino, Ibor 2.18 2020
774381553 Cihon, Tyron 1.89 2022
774382530 Troutman, Jerold 4.15 2021
774397933 Kiltie, Lucien 4.73 2018
774399692 Carmicle, Malek 1.01 2020
774406726 Hochhalter, Ken 0.10 2019
774423494 Howen, Ayat 3.73 2019
774428739 Cerrato, Candi 4.78 2021
774429765 Stoiber, Concepcio 1.91 2019
774462959 Serdula, Aventina 3.09 2019
774466572 Pounder, Kainat 0.52 2020
774480860 Herendeen, Jiajun 1.21 2020
774494114 Streib, Navjot 4.98 2022
774496307 Brower, Giuseppe 2.76 2018
774510993 Crelia, Rowena 0.85 2022
774515543 Vandernoot, Mayelin 1.51 2019
774516693 Fugua, Monica 2.06 2021
774536277 Moreles, Birthe 0.89 2021
774563488 Roede, Housam 2.52 2018
774564817 Tsinnie, Sunny 1.60 2018
774569805 Bardin, Lierni 1.99 2020
774582832 Heidtbrink, Bassirou 2.77 2022
774588849 Holterman, Semen 2.25 2019
774614894 Vayner, Taufik 4.26 2019
774616635 Streich, Sueli 4.31 2021
774620623 Wannarka, Jiansheng 0.27 2018
774622131 Lakin, Alf 4.07 2021
774631736 Dembek, Florinda 0.81 2021
774639872 Kesek, Tamela 2.82 2018
774656476 Pringle, Sibisse 1.12 2022
774692108 Schoenstein, Tamela 1.77 2020
774693338 Thaker, Keesha 1.74 2020
774700868 Jandrey, Elea 3.76 2022
774708471 Lucario, Mikalai 0.38 2022
774718649 Duckworth, Akira 1.98 2018
774732067 Altvater, Kseniia 1.42 2020
774738089 Mondok, Tanyo 0.39 2022
774747554 Boyar, Yasmira 1.73 2022
774764503 Pinet, Iride 0.22 2020
774790371 Ferringer, Takashi 3.34 2019
774799028 Eric, Patric 3.88 2022
774818377 Hartz, Yosua 1.10 2020
774819356 Arra, Peregrino 4.71 2020
774830920 Radin, Renat 2.85 2018
774834693 Belon, Dorothee 1.26 2019
774842839 Mlodzianowski, Darius 3.95 2018
774855960 Simor, Gaizkane 4.64 2020
774857907 Maslow, Zachery 2.07 2021
774858352 Evon, Teresia 0.95 2019
774864684 Lazare, Jenine 4.66 2019
774878593 Bajorek, Leslie 0.99 2021
774882304 Wolfson, Daksha 0.77 2019
774885310 Yauck, Ruthann 4.48 2022
774912496 Leva, Liwen 0.86 2021
774926219 Steidley, Velva 2.82 2019
774940383 Kummer, Breanna 4.11 2021
774946165 Touart, Remco 3.32 2022
774951277 Fiorelli, Araiz 2.87 2022
774951326 Spirko, Gligor 2.81 2020
774952807 Rookard, Merle 1.09 2021
774962408 Ledenbach, Dominika 3.09 2018
774974038 Mera, Hachemi 4.69 2021
774976877 Riase, Azddin 1.34 2021
774978082 Gelbach, Brad 4.51 2018
774988883 Verducci, Lingjun 1.36 2018
775000958 Sanford, Sugoi 1.07 2019
775016118 Buckbee, Fabian 2.27 2021
775025884 Egloff, Asad 1.07 2020
775045999 Samad, Delmar 3.96 2020
775057686 Bamforth, Lakhbir 1.86 2021
775062861 Tonge, Isabella 0.13 2019
775070710 Graeter, Xixi 0.86 2018
775074289 Buday, Clemorisa 0.55 2022
775079661 Waitz, Genica 1.94 2019
775079219 Burich, Johnattan 0.10 2021
775097670 Raines, Fiona 1.00 2020
775099274 Guberman, Allegra 4.63 2018
775100626 Bridget, Djibi 3.46 2020
775102990 Collings, Ioulia 1.51 2018
775110169 Wolden, Mayerli 4.84 2022
775110925 Schwend, Teressa 0.32 2022
775127767 Wiza, Cati 4.75 2022
775137946 Karalis, Gervasio 1.28 2019
775144252 Tri, Lazar 0.77 2022
775146602 Skelley, Charley 0.75 2019
775151947 Meeter, Mujer 2.66 2020
775176283 Eapen, Jeffry 4.54 2021
775180527 Carmickle, Nourddin 1.79 2018
775208801 Doriean, Elcy 3.04 2018
775209317 Kimmel, Hayde 2.32 2022
775212330 Rougeot, Luminita 2.78 2019
775219263 Mcnutty, Hadia 4.51 2019
775223330 Burbidge, Claudineia 0.99 2018
775223498 Kehres, Diallo 1.49 2021
775224619 Mayer, Angelines 0.94 2021
775230703 Retherford, Saadia 0.15 2018
775246939 Sheeler, Sorinel 4.91 2022
775268701 Gardin, Jauad 0.21 2022
775277574 Kuske, Salima 0.45 2019
775278851 Tostado, Cecily 3.97 2018
775296270 Kasemeier, Maqbool 0.59 2018
775327655 Bembi, Oliveros 0.30 2021
775330736 Byse, Rohit 1.04 2021
775338638 Taitt, Halimatou 3.78 2022
775366037 Nuffer, Yorel 2.25 2020
775373586 Eary, Catarina 0.85 2022
775382889 Powskey, Talha 0.05 2020
775387963 Taub, Azeddin 3.09 2021
775389582 Granstrom, Elmahdi 1.39 2021
775415265 Sou, Yanli 1.01 2019
775415964 Buccellato, Ashlee 4.29 2018
775440175 Tsuji, Josiane 3.15 2019
775449471 Ottogary, Soumaya 1.48 2018
775450842 Fauscett, Donnell 4.39 2022
775466591 Evoy, Yoan 3.49 2021
775470409 Wiford, Carminda 2.22 2019
775478488 Nestle, Vanessa 2.14 2021
775487772 Aguila, Lassine 1.20 2019
775514063 Oatfield, Nisha 4.79 2019
775522863 Chaloux, Daljeet 3.98 2020
775533255 Franke, Khatir 4.69 2018
775541863 Nealious, Skye 4.14 2021
775547388 Broxton, Irakli 0.73 2018
775559131 Boslet, Arkaitz 3.56 2022
775565576 Lefrancois, Sidahmed 3.83 2021
775571351 Aceret, Yevdokiya 3.22 2019
775585721 Michelson, Tomika 4.54 2022
775585910 Pimple, Katiuska 2.56 2020
775586164 Corseri, Conchita 0.78 2019
775590426 Pollica, Cristi 4.20 2018
775604462 Velthuis, Jacklyn 1.82 2019
775612283 Weinrib, Yaqueline 0.28 2019
775620973 Millian, Brinda 0.47 2018
775621360 Ogden, Naha 0.12 2018
775623070 Banick, Yuko 4.54 2022
775656857 Rola, Jovanna 1.12 2019
775672390 Macentee, Stilian 3.54 2021
775674343 Cybart, Casto 1.05 2022
775680823 Sipos, Naual 2.40 2022
775682223 Huba, Mayerli 1.37 2019
775687025 Klumpp, Sion 1.62 2022
775688749 Mcindoe, Mitch 0.04 2018
775704152 Mossor, Vina 1.06 2020
775763465 Leich, Leonardus 1.83 2022
775771639 Nurse, Veneta 0.25 2018
775771217 Hesser, Homar 1.24 2021
775781956 Kasparek, Boleslao 0.13 2020
775783927 Dilan, Teresina 4.33 2019
775796711 Ballew, Marietta 3.49 2022
775797947 Nicolas, Georgianne 2.26 2021
775804074 Onishea, Fe 4.84 2022
775806851 Schnopp, Iain 0.03 2018
775808916 Sidney, Jinny 1.44 2022
775815554 Maheux, Yahui 4.09 2019
775818528 Kochanski, Dolors 3.37 2021
775819811 Orndorf, Fatemeh 4.56 2019
775826743 Hoell, Lou 3.99 2021
775842962 Lucio, Armiche 3.52 2022
775847642 Mestre, Radka 4.38 2021
775856222 Isakson, Paolina 2.02 2021
775859826 Baeskens, Nicesio 1.68 2021
775866809 Gottke, Yoanna 3.64 2019
775872964 Stillions, Eriz 4.35 2018
775883963 Latner, Indar 2.81 2019
775898033 Asakura, Halima 0.51 2019
775913809 Oravec, Lewis 3.57 2022
775915433 Valenciana, Nabeela 1.31 2021
775918394 Whichard, Asta 0.90 2021
775932122 Witz, Jincheng 2.30 2022
775940906 Dorado, Pabla 3.95 2020
775948765 Haza, Reneta 4.10 2019
775973111 Ajani, Goya 1.12 2022
775981028 Schute, Sharmaine 1.44 2022
775983202 Huskey, Tello 0.23 2022
776008213 Plymel, Floricica 3.53 2020
776009437 Edmund, Wieslaw 1.93 2018
776017470 Delamarter, Blay 3.39 2018
776020125 Angalich, Jeffery 0.37 2019
776022713 Conary, Katheleen 4.40 2018
776038230 Dantzler, Shahid 2.82 2022
776039125 Spivey, Jeanine 0.87 2018
776043854 Quinchia, Yaru 3.16 2019
776045199 Andreadis, Pauline 1.23 2019
776064035 Stream, Tayna 2.34 2020
776075186 Chaddick, Mateos 0.34 2021
776076257 Szczepkowski, Lucilene 0.68 2022
776077959 Berhe, Oro 1.78 2022
776087309 Ruffins, Darek 0.29 2021
776118025 Mozga, Yevgeniy 0.22 2022
776122283 Sancrant, Soudia 3.12 2021
776127115 Holgerson, Yueping 3.55 2020
776128847 Klabunde, Levent 1.92 2019
776132958 Montefusco, Terrell 2.54 2019
776141633 Vakil, Sene 4.09 2022
776185247 Cromack, Aynur 0.08 2018
776201375 Bransfield, Safeer 0.51 2022
776206256 Louth, Yohanna 4.24 2022
776214374 Figuera, Adai 0.28 2018
776220820 Click, Severiano 1.04 2018
776239718 Catmull, Lee 1.98 2021
776240218 Haspel, Emin 2.05 2020
776258246 Lemm, Veracruz 4.32 2019
776282830 Schouweiler, Demetria 1.77 2020
776298839 Hegge, Rashid 2.46 2021
776326832 Schuelke, Vilma 0.69 2022
776329769 Carrick, Abdourahman 4.38 2018
776336913 Wasden, Sameh 0.23 2021
776336216 Reigner, Cheri 3.93 2021
776343491 Geres, Raymon 2.90 2021
776376546 Mcmilleon, Sindy 3.36 2021
776400073 Mcelravy, Sirio 3.83 2022
776410482 Flecther, Matas 4.05 2021
776416291 Wargo, Georgine 0.04 2021
776450313 Hillyer, Hipolita 1.36 2022
776469534 Mettee, Indhara 2.86 2018
776477220 Christopher, Nama 2.03 2018
776484199 Stiggers, Lijie 4.05 2019
776487727 Pursifull, Renae 3.15 2020
776501517 Gorka, Yancouba 2.50 2019
776515588 Molett, Mathias 2.40 2021
776522006 Giampaolo, Benoit 2.00 2019
776530982 Perretta, Ardelia 2.39 2021
776554645 Cance, Soila 0.85 2022
776555254 Mccullagh, Vitalijus 0.72 2018
776558341 Dawood, Sega 4.97 2020
776560013 Miskiewicz, Hadda 3.24 2020
776603770 Ashby, Yanling 0.50 2018
776603902 Jenck, Bhagwan 1.68 2018
776612087 Schmahl, Biying 3.51 2018
776616602 Cortis, Junjie 2.25 2020
776624103 Kimler, Alicia 1.66 2018
776628044 Chien, Iulian 1.78 2020
776629309 Schwebel, Owen 1.40 2018
776639021 Marcaida, Ioannis 1.14 2018
776654491 Youssefi, Jianliang 0.11 2021
776656110 Tredinnick, Cordie 2.92 2021
776659396 Moffett, Toure 1.38 2020
776669280 Campas, Genadio 3.68 2019
776676304 Goldin, Arpad 0.85 2019
776678908 Plesha, Lashawnda 4.55 2019
776700033 Enck, Iuri 0.73 2020
776715608 Menches, Albas 4.10 2018
776716647 Luing, Arima 1.07 2019
776732730 Armstrong, Mohsan 4.34 2020
776744905 Meehleder, Ervin 2.21 2020
776744913 Latham, Reis 4.04 2019
776780404 Freehling, Hera 4.78 2018
776796847 Titzer, Isma 4.84 2019
776848491 Schramm, Trenton 3.38 2018
776853808 Kendal, Gema 2.29 2021
776874907 Szczepanek, Hilarion 1.26 2020
776882658 Gishal, Nuti 3.15 2022
776907385 Aylward, Alexei 4.07 2019
776911902 Breese, Caron 0.42 2019
776914600 Recore, Volha 1.63 2019
776921912 Dilling, Laila 0.59 2022
776950022 Brennick, Tinca 4.33 2018
776974928 Quintona, Idiatou 2.94 2022
776975043 Garn, Scottie 3.82 2022
776986958 Galster, Marharyta 0.56 2022
777002765 Beil, Chelsie 2.62 2022
777010012 Brugh, Wadie 0.10 2018
777020930 Bhalla, Salmane 1.61 2021
777024008 Pranger, Nika 2.33 2020
777026394 Chinskey, Nayan 4.14 2020
777028354 Rubendall, Alicja 2.77 2019
777033493 Mccalmont, Gertrudi 4.86 2022
777034855 Summerville, Lada 0.28 2019
777034658 Garringer, Nikola 3.14 2020
777043831 Shrum, Kathie 0.12 2020
777046786 Shahinfar, Asiel 1.70 2019
777051893 Paredez, Xinjie 3.58 2019
777061080 Smallidge, Caleb 2.70 2020
777073989 Lechlak, Shafaqat 0.37 2022
777075677 Bisch, Musarrat 4.44 2019
777081830 Qualheim, Ayyub 0.13 2022
777102633 Gogocha, Idara 1.60 2020
777124045 Basket, Markel 1.27 2022
777124621 Penfold, Chantay 2.28 2018
