100000
354709573 Devonshire, Andoni 1.35 2020
542889268 Politano, Pandu 4.53 2018
470968191 Chuyangher, Malamin 0.90 2021
744851703 Daubney, Kabira 4.09 2021
983859590 Tatlock, Mamoun 4.43 2022
693833242 Kemper, Lynda 3.59 2020
236174572 Must, Sabri 2.05 2019
617379441 Flynn, Heike 2.02 2018
988420554 Lilleberg, Lahcene 1.86 2020
785475359 Hansis, Dahou 4.92 2021
688722495 Nannie, Rakel 1.82 2022
243746538 Tavolario, Xiaoying 2.82 2019
877696561 Kabigting, Anatoliy 0.74 2022
303341582 Ludington, Eufronio 1.89 2018
998826347 Domer, Peñas 4.34 2022
862581013 Greenstreet, Kristan 3.35 2018
007651735 Gesualdi, Alimatou 2.68 2021
285781676 Aldridge, Breanna 1.90 2018
731250583 Smidt, Stevens 3.86 2022
310967257 Gerry, Anastacio 0.98 2021
688492049 Nanez, Hania 1.85 2022
688037331 Kuty, Bilale 0.93 2021
897889438 Gerry, Alhassan 4.42 2019
622942448 Miley, Issouf 2.33 2020
661978171 Liesman, Tabatha 1.28 2022
892078450 Bizarro, Sarama 3.99 2020
727658748 Schmitt, Leocadia 1.08 2019
700397695 Wheeland, Maxi 3.52 2018
711481269 Zarella, Shenika 4.46 2020
067896434 Kerger, Adrianne 3.25 2019
788382023 Bertch, Yeny 4.52 2019
888990356 Roso, Dino 3.72 2022
727988138 Dinnocenzo, Noredine 1.66 2020
509290454 Malen, Yazid 1.80 2022
714878785 Mulligan, Alberto 4.23 2019
592956784 Libera, Kabir 3.91 2021
830228903 Hawman, Irkus 0.82 2022
046883447 Zilk, Dunixe 2.10 2019
367989107 Figler, Theodoros 4.09 2021
923172702 Roby, Kerry 4.87 2021
317660879 Carra, Saloum 0.48 2022
505575492 Olay, Bronislava 1.68 2021
591206106 Chesmore, Jasna 2.06 2019
578168613 Coponen, Tuastri 0.56 2022
639287475 Moscoso, Baldomera 2.21 2021
615647312 Olsson, Inasse 1.64 2019
153281777 Doldo, Yussef 4.09 2022
302426892 Balkin, Caifeng 2.35 2022
201169093 Cyrnek, Rut 2.51 2020
362946838 Heroman, Valrie 4.41 2022
813118020 Goeke, Ladislao 4.89 2021
193509028 Browing, Canuta 4.11 2022
573042738 Winrow, Sissel 3.49 2021
897627177 Pelcher, Xiufeng 2.26 2021
224378368 Leimbach, Alondra 1.32 2018
195861423 Kritter, Iliya 4.34 2020
296522949 Scoresby, Tasha 4.07 2022
162234554 Leberman, Kalidou 1.49 2019
142843236 Riebe, Helga 1.38 2020
827107603 Kaigler, Joselia 3.48 2022
164630793 Leemans, Ib 2.62 2022
345088478 Fogerty, Casildo 3.87 2019
141587682 Salzar, Olof 4.46 2020
303805124 Goicoechea, Aroua 2.71 2021
175117489 Byod, Sihan 3.58 2022
455908847 Houle, Yuwei 3.01 2022
708095263 Ritschard, Oumama 0.73 2019
599530054 Casal, Kasi 5.00 2021
370980718 Liljeberg, Dainius 0.01 2020
989773924 Demopoulos, Amar 2.02 2020
286320927 Younglas, Suizhu 4.50 2021
437594036 Terrance, Ammara 4.23 2022
185521862 Grimes, Leopoldina 4.98 2019
220063678 Nimon, Arvin 2.08 2020
563137877 Trojan, Elpidio 3.63 2021
590232865 Lashure, Alya 4.89 2021
624562844 Sawer, Anzelika 3.92 2019
369877037 Sandles, Otilio 2.38 2021
519148919 Neiford, Un 3.61 2020
140246858 Liebenow, He 2.30 2018
831967638 Swenton, Adirane 0.79 2020
616427526 Mccorrison, Malinda 2.41 2018
657788381 Hugghins, Andriu 1.67 2022
309106476 Meason, Tera 1.96 2018
450814539 Gupton, Judiht 4.52 2019
281029300 Goard, Xiaoqing 0.70 2021
091639481 Biondolillo, Mouaad 2.84 2022
445211322 Caracciolo, Castulo 1.36 2020
324058426 Engellant, Aizhen 3.04 2021
911063669 Dueck, Candice 1.48 2022
057207147 Hoppins, Adirane 1.14 2019
494502840 Mateen, Modi 3.41 2022
933832053 Hertweck, Clementino 0.17 2022
419012371 Secunda, Evaldas 1.51 2018
876814951 Siemering, Aintzane 0.11 2022
129576092 Hanrath, Ouafa 2.58 2022
435647914 Slaybaugh, Gertraud 1.25 2022
065187976 Berks, Samoil 3.38 2019
987346761 Borstad, Seny 3.39 2020
445930008 Diosdado, Alaine 2.85 2022
253993087 Velaquez, Zornitsa 1.08 2022
703143660 Darrin, Gundula 0.03 2019
590115425 Fronek, Clemmie 1.24 2018
098400692 Amela, Zhijie 0.65 2019
801511021 Beyrer, Ayose 3.17 2022
102834818 Dajani, Meghann 1.21 2022
929889721 Childres, Cedrick 0.17 2021
969667623 Plass, Jeremie 1.18 2022
346735540 Minogue, Shari 1.37 2021
879787485 Branstetter, Lucelly 3.08 2022
453319435 Kleparek, Concepcio 3.20 2022
764940110 Kautzman, Rosa 2.83 2020
739423391 Gab, Fengzhu 0.19 2022
178129167 Krogh, Leola 0.75 2021
327692564 Uhrich, Inocente 3.52 2020
732471294 Fender, Bento 1.82 2022
486574534 Boswell, Hasnain 2.21 2019
170875385 Sarlo, Fiona 0.96 2021
096786282 Tillinghast, Señor 4.80 2022
295588340 Ehli, Aniuska 2.45 2022
849617137 Loil, Nayibe 0.32 2020
807877376 Delahoz, Alena 2.71 2018
119649536 Lamoore, Olav 1.33 2020
844813821 Crone, Ailyn 3.39 2018
833737002 Schmierer, Massar 4.68 2021
072888254 Trumbauer, Mitko 3.66 2020
632407099 Cuttler, Crisologo 1.25 2020
960092349 Bedient, Angie 0.50 2022
514234949 Iliff, Saloua 3.39 2021
483662285 Bradey, Madalen 2.65 2018
404599396 Gahagan, Abdulla 0.54 2021
431074754 Simms, Emerenciana 3.98 2020
278780634 Belrose, Stefanka 2.33 2022
582144839 Silvius, Darcel 0.80 2020
266949161 Garces, Abdelwahab 0.65 2020
254433376 Collica, Icram 0.17 2019
784920691 Babilon, Frantisek 3.81 2021
146066567 Mullany, Cecila 3.68 2018
990110114 Zampedri, Amauri 1.48 2019
658537790 Betita, Porfiria 2.42 2021
491212460 Alepin, Maritza 4.62 2021
793846825 Parikh, Marizete 1.10 2019
530686056 Arpin, Norine 1.17 2019
745594354 Tonic, Abderrazek 0.37 2020
642791857 Rollefson, Amber 2.86 2021
624470738 Kallio, Flordeliza 3.27 2018
562619198 Cadigan, Aisatu 3.09 2018
122116987 Roncskevitz, Sheree 3.34 2019
408979046 Myrman, Ceesay 3.87 2021
303567861 Nichole, Ionut 3.47 2018
380236987 Sival, Mayka 4.42 2022
769680014 Juel, Sajad 0.50 2018
164499753 Abelson, Asencio 3.67 2022
530272388 Mcgrant, Yevheniya 1.80 2022
047036320 Dimassimo, Balarama 4.75 2022
694179174 Duprey, Tegaday 3.92 2021
124428970 Battistone, Andree 4.30 2019
805832789 Kapusniak, Zaray 2.80 2022
916352417 Blando, Oto 1.39 2021
084135324 Varona, Mabrouka 0.21 2021
478550057 Tonai, Hui 3.08 2018
599380911 Rho, Ashley 1.84 2021
656833673 Goltra, Jinrong 2.10 2020
426766270 Lechleidner, Puig 1.52 2019
690093260 Werling, Quino 3.25 2020
203042694 Westaby, Dionicio 0.20 2020
855709427 Petri, Italiano 3.92 2018
389363738 Mazar, Mosaab 3.81 2020
820357492 Riendeau, Aithor 1.23 2021
889471040 But, Hamza 3.21 2019
758196890 Masher, Ansou 0.14 2018
347678811 Harteau, Reis 2.60 2018
100017614 Fulk, Joachin 0.65 2020
958598086 Vanord, Yvelisse 3.19 2022
392688233 Assalone, Anila 0.61 2022
086838865 Schiele, Saira 0.41 2022
608895243 Filipovic, Ioan 0.44 2018
725642216 Layne, Scheherazade 0.16 2022
115493494 Nau, Son 3.25 2022
353565621 Plansinis, Aires 4.81 2022
454636126 Donilon, Bladimiro 4.49 2022
355462714 Pyatt, Din 3.16 2020
824717121 Quirino, Santusa 2.53 2022
170121759 Joaquin, Tahirou 2.30 2022
780468656 Ramones, Carlito 1.76 2021
741830313 Trentini, Amparo 3.49 2020
812577869 Sprunk, Nisa 3.22 2018
346292842 Whitmer, Martiniana 4.91 2019
307893466 Ocasio, Emilian 0.73 2019
501783789 Potthoff, Yongyi 2.99 2020
555078865 Luedke, Adell 0.21 2022
099573421 Mandonado, Steve 4.89 2020
276616943 Douglass, Page 3.32 2022
178350781 Soldeo, Gillen 1.25 2020
449997714 Spoerl, Quintin 2.23 2022
579542110 Salatino, Larae 2.01 2021
825710533 Aiu, Yomaira 2.80 2019
880948862 Varnum, Lauran 4.70 2022
343652380 Leisten, Verena 4.82 2020
131326416 Hoomana, Gulnara 3.24 2018
676978987 Aranjo, Neringa 1.33 2020
728910370 Mcmaken, Maiteder 3.40 2020
488639081 Vessel, Sigitas 4.39 2022
799113912 Chopra, Natan 1.37 2021
457957890 Goglia, Umayma 1.93 2021
726303906 Griffith, Osama 2.66 2021
980682797 Igoe, Catheryn 2.44 2019
470982996 Koers, Mbarak 1.11 2022
091115549 Steinbruckner, Graziela 0.28 2019
398218109 Slacum, Dahlia 1.62 2021
203856001 Pellegrin, Susi 0.37 2019
842116337 Kilichowski, Emelda 0.56 2021
329905365 Tuttle, Anelia 0.66 2020
268562367 Dorion, Kaltoum 4.46 2018
699566315 Santillana, Filipp 1.85 2022
393439233 Retter, Kristine 4.95 2020
719270516 Ohme, Sallie 0.75 2022
088551246 Damme, Neil 2.04 2022
676766454 Hasberry, Emad 1.19 2019
835558994 Pitz, Ricardas 0.93 2019
431374355 Latourrette, Sotero 3.41 2021
015537774 Kenefick, Aithor 2.66 2018
749731466 Henrickson, Naji 2.21 2018
278884951 Wathen, Chesus 1.37 2021
009592947 Krapp, Yvon 3.94 2020
511320785 Nordberg, Abdesamad 4.69 2019
518826320 Riccio, Chenoa 3.10 2019
822642702 Difrancesco, Christina 3.51 2020
184050210 Regensburg, Gurjeet 3.98 2021
833411377 Ayon, Yordanka 2.03 2019
601760204 Berardo, Tahirou 3.68 2021
110601826 Bloczynski, Erminda 2.88 2021
125537058 Ibdah, Aridani 3.73 2022
135053375 Merkling, Barbu 4.85 2022
889454823 Godeaux, Chaya 2.27 2022
660493916 Gamlin, Patty 4.89 2021
821687751 Petti, Kandeh 1.28 2018
042129900 Wernecke, Demba 2.87 2019
983546427 Peto, Svyatoslav 4.72 2021
398830727 Brasswell, Ralf 3.08 2018
854642852 Winrich, Marife 2.95 2022
364212612 Ako, Raidel 2.72 2021
211672000 Dusenbery, Carolyn 3.71 2019
634302316 Screws, Steluta 4.72 2019
818435076 Fan, Jasmine 0.72 2018
245577333 Balash, Walae 2.61 2019
293567752 Hemanes, Dmitriy 1.62 2018
901077515 Saft, Hichem 3.45 2019
538645775 Marcou, Arabia 2.08 2020
919194170 Ribero, Barrie 3.95 2018
732624756 Billig, Xiaoyang 0.40 2020
320612555 Peregrino, Evora 2.80 2018
734448060 Guion, Batoula 0.05 2020
729352274 Featheroff, Heliana 3.79 2019
071883701 Iuliano, Getuta 1.64 2019
355879785 Sturk, Zahraa 0.51 2018
904900140 Raiola, Meryeme 4.68 2021
493560991 Laforest, Carmenza 0.00 2020
030580856 Vaccarino, Hortensi 4.97 2021
030593411 Lummis, Beimar 4.93 2019
535117855 Rideau, Ilse 4.56 2021
378280482 Seitzinger, Usama 3.09 2018
714529551 Bessard, Xuefen 2.63 2021
647138902 Delmuro, Marli 3.02 2020
545179570 Gerache, Ebrahim 0.20 2021
131112144 Vaudreuil, Crissy 3.43 2020
951480726 Dadson, Chae 2.03 2022
795030798 Bohling, Jaafar 3.03 2020
320571978 Nitti, Iacov 2.92 2020
340478485 Filo, Sabiñe 1.97 2021
473334761 Hintz, Veronica 3.17 2022
628323095 Bisarra, Soumaila 0.38 2018
771581211 Depippo, Arielle 0.98 2020
996378470 Fardo, Benton 4.53 2018
489242119 Wakin, Larae 1.11 2018
949613740 Timbrook, Amable 1.12 2021
148799701 Ramirez, Clodoalda 1.12 2018
457590337 Obery, Onditz 1.19 2018
693424221 Filgo, Dilawar 3.47 2021
903759974 Roundabush, Brindusa 4.54 2018
432986171 Meighen, Adriano 1.54 2022
275653273 Leaper, Ruta 1.88 2019
215332879 Carrothers, Jeneba 0.99 2018
629850095 Wille, Hendrikus 0.28 2020
761526355 Armstead, Aniello 3.25 2021
596763808 Hollings, Richart 2.19 2018
632245639 Naeher, Edilio 3.63 2022
686705283 Cagle, Yave 3.94 2022
272415873 Shearier, Lynwood 4.61 2019
335490830 Nassie, Regino 0.83 2019
472523179 Kneisler, Jaimeta 2.55 2018
350691761 Menton, Willena 1.60 2022
076069140 Querio, Raidel 4.12 2018
188521712 Kochmanski, Jhenny 0.08 2021
090265211 Flohr, Marc 2.05 2019
060217695 Craddieth, Ivanna 4.39 2022
863400787 Papaleo, Jurdan 4.37 2022
649647372 Economus, Remigi 4.88 2020
525888014 Tarbert, Iana 3.72 2019
310391992 Kibbler, Arturas 2.71 2019
254268164 Kaz, Arseni 4.86 2020
335229406 Iamiceli, Querubina 3.85 2022
345589330 Madigan, Yousra 2.96 2018
615971951 Batty, Djaffar 2.91 2021
452798004 Micthell, Haizene 3.85 2021
480620012 Fredin, Dusty 1.48 2018
186782849 Ayaia, Benat 1.01 2021
862709812 Linne, Otelia 4.52 2021
961253797 Galbiso, Moulaye 4.13 2019
731299769 Sartoris, Lingzhu 0.92 2019
768867440 Spratling, Justa 3.48 2021
341565457 Elewa, Katty 1.86 2018
199529836 November, Tresa 4.56 2018
322124244 Ethen, Reis 4.83 2022
186456706 Grave, Vania 3.66 2020
251072257 Massey, Genma 1.12 2018
215590741 Bretthauer, Elizabel 3.55 2020
309102475 Alvanas, Svenja 4.13 2019
648743360 Mccutchan, Jinyu 1.67 2021
896859893 Grimaud, Yilin 1.94 2019
731814033 Brantingham, Arancha 2.70 2020
777048816 Blythe, Eliane 4.60 2019
259079164 Mcneece, Anatolii 2.51 2021
964150228 Kriner, Laid 2.08 2019
485118422 Sarcone, Yomara 2.33 2022
318662326 Hottinger, Fe 0.96 2021
224520862 Ding, Jinny 3.34 2018
205730057 Sidle, Carlina 3.87 2020
740852957 Nedley, Savina 2.62 2018
422474428 Satsky, Marinete 0.61 2021
458690411 Espeland, Ziqi 2.11 2020
889509454 Warns, Fang 2.60 2021
998281026 Glodo, Tajamal 2.45 2018
673534510 Loshek, Rosilene 0.37 2021
410231775 Hunten, Yiying 1.78 2021
238268944 Debouse, Elly 4.88 2019
137044392 Thorsen, Aouicha 4.26 2019
100616456 Bellaire, Valdemir 0.05 2022
049700199 Ruddick, Bernardi 0.58 2018
078238179 Dolphin, Cythia 3.09 2021
482999607 Demerson, Sopio 1.73 2020
819262850 Vuolo, Adjona 4.64 2020
430862794 Bane, Haojie 0.60 2022
522643073 Sneider, Mohamedou 2.27 2018
140600461 Regier, Ettie 2.78 2021
888688482 Kapusniak, Pushpa 4.63 2022
442573002 Uptegraft, Eneritz 3.27 2021
996641506 Kosman, Saidia 1.35 2019
931865383 Theiler, Farhan 3.59 2021
380143348 Golson, Tana 4.19 2019
548917429 Kendricks, Stanton 1.22 2022
309504688 Diskin, Ghita 2.61 2019
186191415 Bouliouris, Lucrezia 4.73 2020
844264153 Jauron, Erminia 1.75 2018
683638187 Landu, Georgel 2.38 2018
307347709 Glauberman, Yanine 1.31 2019
534735002 Jarratt, Aleksandra 3.49 2022
437105977 Magitt, Yasemin 0.08 2018
249632733 Carabello, Mounia 2.86 2021
545147123 Hinkle, Emre 1.45 2022
975753836 Camp, Victorina 1.31 2021
694553597 Veigel, Delmer 4.75 2019
923457502 Tinger, Erick 0.81 2021
326650361 Kiszka, Annas 3.96 2022
645904476 Randt, Fidencia 3.24 2022
694385517 Amiri, Winter 4.84 2019
460658668 Kyper, Fatoma 4.11 2021
708659363 Bickmore, Martires 4.65 2021
764056186 Schmeisser, Vyara 0.60 2018
175441981 Cummings, Pritivi 3.56 2020
742669769 Piechocki, Ahren 0.17 2020
456612812 Stellato, Tracee 2.08 2018
004386173 Himber, Alonso 0.71 2020
616943887 Schulle, Tamsir 3.67 2018
328750842 Cogburn, Minh 1.19 2021
023068286 Angelovich, Alleen 3.48 2022
535450000 Loeffler, Zakariae 1.88 2022
983987252 Ortner, Constance 3.55 2020
029016930 Emo, Laurentina 3.55 2022
532487598 Lertora, Wen 1.77 2019
736736016 Saglimbeni, Foster 3.59 2020
834344590 Belts, Massaer 4.32 2021
037819959 Nickleberry, Guangming 4.65 2020
633834642 Gaudin, Xiuling 2.32 2019
358553917 Orndoff, Jannat 1.40 2019
947445136 Bowcock, Bita 1.29 2021
095214815 Malin, Zhichao 0.54 2021
143274240 Tibbals, Narayan 4.84 2019
803478367 Statzer, Serhii 2.27 2019
944472811 Dufner, Julianne 0.08 2021
362780302 Cobetto, Liliia 2.21 2020
901503672 Disimone, Maxence 3.53 2022
703496870 Pool, Eufrasio 0.18 2021
902169531 Malanga, Nouzha 2.48 2019
009209627 Eisenhower, Hongying 2.68 2022
368089701 Cannada, Qiana 2.80 2022
848149219 Dancoes, Essam 3.06 2022
426450330 Pajerski, Alessandra 1.70 2022
210123196 Brooker, Kathia 1.77 2022
350146114 Morphew, Xose 0.76 2020
105466152 View, Mokhtar 0.70 2020
017009842 Perretti, Agurtzane 3.37 2022
968107398 Hagley, Mahboob 4.05 2019
977400356 Monarrez, Hendrika 3.80 2022
521256980 Vachula, Anders 4.14 2021
533504438 Hush, Asencio 0.28 2020
967579410 Sylvester, Alton 4.91 2018
861654581 Cullen, Krysta 2.92 2019
916983750 Pase, Daiva 0.58 2018
249175189 Cirocco, Shu 3.34 2021
706920659 Roggero, Ihor 3.11 2018
729753208 Hollands, Nouradine 0.72 2020
536551759 Rademan, Badreddine 3.06 2018
757488797 Gostowski, Lizhong 4.23 2021
314023468 Marozzi, Rihanna 2.41 2020
600786645 Busse, Andima 2.39 2021
942127926 Sober, Vinnie 2.67 2022
795187895 Pulk, Cherry 2.53 2018
739706625 Maski, Damiano 2.63 2018
146237233 Colapinto, Fausi 4.53 2018
393213498 Cohen, Neely 0.77 2021
785141907 Byron, Naheed 0.06 2022
646752110 Blackburn, Wilberto 4.63 2019
128908054 Nern, Yakuba 2.35 2021
050351808 Woetzel, Mateo 2.03 2019
521555387 Hanserd, Paris 4.63 2018
932649869 Tapp, Yacouba 1.41 2021
542001370 Dimopoulos, Ute 3.32 2022
268015586 Drozda, Apolo 3.36 2020
607548414 Hodan, Asmahan 2.58 2018
905044848 Stanhope, Ayuda 0.68 2022
198585862 Altreche, Milford 4.27 2021
433888453 Lob, Tracey 1.82 2022
368986627 Seier, Lalla 1.21 2020
568894974 Trippi, Jesusa 2.35 2018
697312445 Dalene, Saeeda 3.80 2019
726861053 Arnt, Uxia 3.97 2020
437488029 Devall, Meliza 1.52 2021
132569201 Mccuien, Anaid 1.81 2019
082095311 Skura, Hartmut 2.83 2018
061495324 Cialella, Quino 1.00 2022
769794211 Interiano, Iqra 0.32 2019
528552275 Trumball, Saidou 2.74 2022
681522493 Fauth, Pengpeng 3.12 2018
604337150 Taualii, Petronela 3.79 2019
519431620 Lolley, Uxua 2.97 2020
954696306 Delmendo, Awatif 0.46 2022
316020728 Silos, Arla 1.96 2020
672511743 Buckovitch, Olin 3.41 2022
577654236 Porta, Orreaga 3.04 2021
334972605 Bunselmeyer, Latviešu 4.04 2022
804966204 Paek, Balwinder 0.26 2021
479080693 Ushioda, Calista 1.80 2022
255033864 Follette, Eddin 0.02 2021
989870301 Sego, Malte 2.83 2022
767130432 Deppert, Benedikt 1.74 2020
515660122 Vrba, Merlinda 3.69 2021
595152126 Ouzts, Raimond 3.41 2021
395963699 Battles, Abass 4.48 2021
063067981 Pooser, Ascensio 2.47 2019
343646193 Ater, Ginesta 4.78 2021
932451405 Lambrukos, Wenhua 3.41 2021
082192863 Purgason, Jhonattan 3.98 2022
441788932 Neddenriep, Villar 2.24 2020
799499205 Thell, Layra 1.93 2022
904045662 Biglin, Ianos 2.86 2022
033980509 Connyer, Zhirong 4.21 2019
377537402 Selmer, Grisha 3.35 2020
496448751 Lemp, Aynoa 4.97 2018
497867875 Verplanck, Barbora 4.21 2018
600603516 Cooksey, Conxa 0.70 2018
567031332 Merette, Mosaab 1.64 2021
746736118 Pae, Sindo 0.21 2019
837376323 Bussert, Nit 1.90 2019
781062723 Rough, Wolf 3.87 2020
996215338 Wier, Wenyi 0.71 2018
383355638 Monat, Ionela 4.02 2018
800961564 Hazy, Aleksejs 1.76 2018
531264571 Loughner, Dinko 3.88 2021
896433358 Main, Shirl 2.25 2018
561396058 Mcginness, Neculina 0.29 2018
181663527 Mcgohan, Linas 2.98 2018
636396352 Mcguffin, Dustin 3.80 2022
969679901 Harries, Mayka 3.11 2019
689015685 Higby, Cris 3.35 2019
303293600 Kleck, Iokin 1.45 2021
551281388 Stemmerman, Laurencio 2.87 2018
733304813 Zabik, Harkaitz 4.14 2018
213930346 Fayson, Mine 3.15 2022
204920858 Trotti, Krysten 4.58 2021
283173333 Bonetti, Mitica 2.25 2021
624879093 Oley, Dioulde 0.90 2020
248888587 Herschel, Fares 2.04 2020
169713412 Zeidan, Aitami 2.98 2020
576022710 Widman, Hamed 1.22 2020
342168626 Housholder, Nancy 2.60 2021
655033204 Saucer, Malwina 2.15 2019
545197491 Olejniczak, Riduan 2.97 2018
967221783 Catanzarite, Ziortza 2.29 2018
316127742 Sartorelli, Asjad 3.16 2020
000241327 Edwardson, Kurtis 4.85 2022
921047976 Senosk, Harry 1.27 2021
711615197 Lembrick, Lidio 3.76 2019
939708817 Carnell, Munir 1.58 2022
875166685 Fall, Dimitar 3.01 2019
239608746 Demirchyan, Inazio 4.24 2018
462281790 Parkes, Emely 3.37 2021
359624668 Ploch, Categoria 3.59 2022
845120290 Munafo, Macedonia 3.94 2021
963376790 Damelio, Hajiba 3.13 2022
634850465 Luchenbill, Nadege 1.87 2018
240761648 Ianacone, Itahisa 1.89 2022
634325496 Stelk, Verginica 4.85 2019
658352322 Wiltberger, Elaine 0.55 2020
405463951 Woldt, Alioune 4.61 2020
607134061 Iser, Weihong 4.62 2020
546025303 Oliff, Alisson 4.44 2022
701394200 Yoes, Jakes 4.31 2021
976003919 Mclead, Patrycja 4.48 2018
730846707 Reinsfelder, Pantaleona 3.79 2018
126672505 Orm, Elarbi 3.04 2020
522998708 Acri, Korka 0.68 2021
202475942 Ritt, Haytam 3.33 2019
275313363 Cucinotta, Weifeng 0.11 2020
178021937 Hafele, Shirin 4.98 2022
094313756 Embelton, Kone 2.63 2019
108381415 Lampe, Damary 3.98 2018
311339674 Leeming, Armenia 0.16 2019
430504530 Tisdell, Dictina 0.54 2020
866561948 Apostal, Rilma 1.21 2018
037922363 Dubourg, Jovana 3.42 2020
502813620 Springer, Pauletta 3.27 2020
915252721 Caufield, Caroll 0.67 2021
220421200 Faire, Yasmin 4.23 2019
030923169 Videen, Hillary 2.33 2022
586957371 Mouzon, Sayuri 2.55 2022
250440112 Stoesz, Sinforiana 1.00 2022
920516436 Veillon, Sukayna 1.15 2022
652482116 Shakoor, Anisia 4.54 2022
699877965 Perow, Uzma 2.98 2022
987757632 Donaghe, Ganka 2.37 2018
735818536 Burnaman, Mehmet 1.21 2020
146338362 Sterba, Nansi 3.84 2021
269480435 Egizi, Sundas 3.70 2018
039419688 Vanauken, Gueye 2.90 2022
321969331 Gulan, Emanuil 3.76 2022
543013797 Cowling, Arundhati 4.19 2021
852880380 Angelos, Moise 2.44 2018
799020970 Warschaw, Sam 2.12 2020
130746240 Pavella, Asteria 0.14 2020
081776958 Angerer, Fiona 2.45 2018
967910225 Deppe, Kahina 1.25 2020
759082639 Tetzlaff, Stilian 0.28 2022
516352337 Gonneville, Lobna 0.62 2021
323191857 Berlove, Fama 1.27 2018
111737068 Bazner, Xianyong 0.80 2020
513840334 Hamar, Rabah 0.91 2020
360233420 Wadell, Amalio 2.20 2020
354163907 Mesia, Leonas 2.65 2020
615269808 Larbi, Rossemary 3.91 2020
819349295 Reutzel, Saleck 2.06 2020
449122667 Hauswald, Dwayne 4.67 2022
884047160 Wardsworth, Grigori 0.59 2022
128398145 Cordwell, Rokas 4.34 2022
043281082 Paseur, Kenyetta 1.50 2021
617889040 Stretz, Sieglinde 2.00 2021
078699604 Conlon, Poliana 4.13 2019
008871237 Preece, Yongguang 2.20 2018
611732599 Rigatti, Sandy 2.92 2019
438077474 Vinion, Ane 4.38 2019
458641746 Ertle, Sabrina 4.36 2020
902604768 Leight, Conny 0.24 2018
748992607 Jollimore, Quinidio 4.77 2018
171932561 Gorence, Rosetta 3.38 2020
489719941 Scyoc, Gados 1.87 2018
509714997 Baumgarten, Iliane 2.50 2021
630876011 Huser, Nira 0.13 2018
668670789 Foell, Takashi 3.41 2020
261034210 Rivett, Airon 2.82 2022
298476972 Schenker, Anaid 2.08 2019
415605729 Mahapatra, Gala 4.70 2021
613820782 Sampsell, Bencomo 1.50 2018
708148423 Seeliger, Germa 4.44 2019
611480690 Viloria, Tanyo 4.13 2022
041190952 Passman, Librada 2.03 2019
411417701 Zaker, Morris 0.54 2020
303042781 Kearby, Zebensui 2.40 2018
369661085 Bohringer, Pulaja 2.55 2021
546591389 Sisti, Kirilka 3.21 2018
387465905 Kron, Veda 2.28 2021
832856485 Huddelston, Viola 4.43 2019
197881744 Spirito, Giovana 0.61 2020
077258493 Beresnyak, Suyapa 4.86 2018
855041355 Osol, Alia 1.46 2021
623052845 Tuite, Jiayu 1.12 2022
859383109 Gauani, Luscinda 0.04 2022
983930287 Sickel, Yngrid 2.34 2020
042167811 Johansen, Brunella 0.94 2019
222785180 Place, Layachi 1.49 2022
093892404 Lunford, Sinay 2.34 2019
811154603 Huehn, Griselda 1.15 2018
015501965 Olevera, Krish 4.94 2021
