100000
852415188 Landavazo, Huiying 0.05 2020
335171787 Strop, Kanesha 1.96 2019
552436076 Monteros, Orietta 3.39 2020
822462150 Dalka, Alaa 4.66 2022
256545251 Hefter, Dadi 2.69 2020
933879901 Watt, Marcelin 4.51 2018
046753102 Elhadi, Chunhong 3.30 2018
607613879 Ink, Lacy 0.03 2022
921772646 Riccitelli, Ouassila 3.32 2020
720814742 Semsem, Ulla 4.71 2018
349564691 Naidoo, Breogan 4.37 2021
023482255 Colclasure, Xiaoling 3.40 2020
954301251 Fejes, Evi 1.32 2019
527604393 Sor, Pengpeng 4.69 2022
584981909 Walcutt, Mussa 2.69 2019
931820150 Bukhari, Xiumei 4.05 2020
303740698 Piacenza, Rufa 4.25 2018
520237639 Voros, Zahida 4.38 2022
695762924 Carchidi, Belmiro 2.20 2021
552261165 Salem, Trinidad 4.58 2018
222401886 Hupper, Latrina 0.99 2019
476708334 Mckissack, Zetta 2.54 2019
427134518 Cendana, Gracie 1.54 2021
684403124 Serravalli, Mahdjouba 4.78 2018
431224187 Ferrucci, Muskilda 3.65 2019
591105345 Duerson, Zugaitz 3.08 2018
823118616 Britsch, Elijah 3.29 2018
573925402 Madry, Nazma 2.76 2018
133299522 Sementilli, Candance 3.04 2022
018103109 Gillotti, Coca 2.94 2019
365931636 Stuhr, Margeret 3.65 2022
840115028 Dittrich, Assia 1.00 2021
039723728 Dase, Mourad 4.10 2020
894434288 Senesenes, Pedrona 3.45 2020
771750899 Yantis, Oliwia 3.02 2022
645648659 Bartkiewicz, Donka 0.33 2018
408214575 Wruck, Sebastiao 0.11 2019
399471783 Horn, Yovany 4.06 2020
499316173 Steinbacher, Shirlee 2.16 2021
937414386 Sotomayer, Bonita 3.66 2018
170600253 Mcmanus, Moshe 1.68 2020
029003878 Quartaro, Yunfeng 3.82 2018
610880809 Kuehnle, Eniko 4.69 2020
011065744 Spirko, Anicet 2.70 2018
393772339 Bayete, Olanda 2.65 2019
515272734 Glaspie, Gergina 3.61 2018
120052451 Sutor, Karelia 4.25 2022
549599652 Eccleston, Sheng 0.41 2022
404508007 Bongo, Bernardine 0.37 2019
830822979 Manrriquez, Adeela 0.08 2020
114012111 Welford, Yannik 4.18 2020
022895659 Hilde, Milena 4.51 2020
873678740 Joliet, Charalampos 2.60 2019
078721476 Hennemann, Yiqiang 0.27 2021
362138523 Shulda, Celesta 3.40 2019
444885888 Mallow, Natashia 2.80 2019
996083064 Delangel, Rosemery 2.13 2021
264019333 Endresen, Celi 0.17 2018
120457814 Rishell, Togarma 0.50 2020
900343953 Mataalii, Cocuta 4.34 2018
270936011 Paille, Derlis 3.01 2018
952192040 Bonifant, Umar 4.30 2018
645930397 Stcyr, Terencia 2.09 2022
655140178 Denboer, Sukhbir 2.09 2018
420211759 Dewaratanawan, Noah 5.00 2019
588904429 Iannuzzi, Aloha 3.47 2022
582205063 Scialdone, Mireille 3.07 2019
286882679 Astrologo, Ibon 1.92 2022
101337701 Bruni, Raymundo 4.02 2020
949737887 Guay, Semiramis 2.89 2018
112241614 Ingmire, Idara 4.36 2022
480732561 Marchbanks, Ursel 0.23 2018
260375498 Friscia, Rut 2.25 2019
871376724 Grzyb, Mounira 3.64 2021
810346218 Kayler, Maudilia 3.34 2019
959083160 Jo, Longina 2.64 2019
246803786 Leckie, Bilma 1.51 2018
951884783 Babione, Jordon 1.61 2021
768694946 Tudor, Candid 3.67 2021
981127079 Potier, Odell 4.61 2018
486194111 Wilkenson, Niceforo 2.51 2021
488606657 Hadlock, Albena 4.54 2019
404244342 Engard, Bikram 4.36 2019
294695413 Masaki, Chandru 0.97 2019
860534993 Paglialunga, Gentzane 1.27 2021
376434044 Loeppke, Rostyslav 0.10 2021
770632727 Sumeriski, Williemae 2.83 2020
323712838 Firman, Orbelinda 0.67 2018
119960029 Millholland, Janie 1.36 2020
814694664 Garn, Razika 0.35 2018
588854043 Mclamb, Xinjian 3.13 2021
351563066 Raponi, Claris 0.04 2019
028975341 Plomma, Yuriko 2.46 2022
348860878 Thigpen, Yadiel 0.92 2021
348131455 Betz, Vicky 4.12 2018
840502390 Swoboda, Diagne 3.23 2021
661393023 Balloon, Gudula 1.87 2022
898086859 Estrin, Patrik 2.05 2021
547860491 Waz, Gioconda 1.99 2022
270824265 Corigliano, Wenceslada 1.41 2020
554321118 Benyamin, Ayob 0.84 2022
120474050 Grames, Zhixiang 2.05 2022
006709675 Pujols, Andriu 3.77 2022
743601622 Heys, Alaide 3.47 2022
135109875 Eckhardt, Augustina 2.00 2022
096647928 Rockymore, Criptana 3.83 2022
156725982 Murtagh, Ene 1.36 2018
335712484 Portley, Jeannine 0.03 2020
610413812 Zizzo, Todd 2.95 2022
688798484 Borcuk, Yuriko 4.56 2019
522214286 Greenly, Rui 1.39 2020
166159907 Burruss, Mbemba 4.62 2020
637194682 Peer, Laritza 3.84 2021
173507422 Magouliotis, Milagro 4.06 2022
505236787 Jarver, Asmaa 2.54 2018
757464031 Nickisch, Claudete 0.62 2019
758035221 Gouveia, Milvia 4.21 2019
194597935 Devonish, Nazmul 3.49 2021
509613146 Foertsch, Sylvain 1.10 2018
515125074 Heitland, Abdeladim 1.00 2020
460483711 Gucciardi, Katharyn 0.27 2019
177621602 Wurts, Sohra 1.96 2018
393630413 Meyerman, Rodaina 0.44 2018
586278118 Needs, Viena 3.17 2019
767477253 Scharff, Vallivana 4.76 2019
650278305 Kela, Rheba 0.81 2022
940250814 Keeth, Agneta 2.43 2021
460916974 Sierer, Roshan 0.87 2022
207911040 Breining, Margo 1.20 2019
713622052 Tomson, Jitendra 2.09 2018
572773959 Azad, Rangel 2.43 2018
441783659 Symmonds, Ernst 1.20 2019
030893731 Nobrega, Zhibin 3.18 2018
562522863 Ogilive, Ludivine 1.09 2022
825361798 Chafin, Kathryn 0.16 2019
266083858 Velastegui, Nast 0.20 2021
895416245 Dicaprio, Sonali 2.82 2021
270731424 Heptinstall, Marcolino 0.27 2020
022246845 Mansmith, Jose 0.66 2019
461065136 Zieser, Shayma 3.02 2021
722855799 Crovo, Sajjad 4.84 2018
100352040 Cerreta, Carrol 1.32 2018
168911581 Winans, Laye 3.83 2022
804463534 Gregware, Zhiguo 0.41 2021
852149736 Cyrnek, Balbanera 4.34 2018
227246577 Hirai, Grit 0.54 2020
367973200 Towns, Ouassima 1.51 2020
883746634 Greenbacker, Escelita 2.16 2018
271889688 Driessen, Manie 2.30 2021
337908029 Regas, Yessica 2.83 2022
380636144 Uchiyama, Bitor 3.40 2019
434715578 Oharroll, Tahira 4.65 2018
781431262 Hernander, Zenobia 3.03 2021
999763302 Novad, Gigel 4.32 2020
233368436 Szpak, Wanessa 2.20 2022
755356638 Besong, Snejana 4.56 2022
871497622 Tisher, Almeta 1.82 2021
271362919 Brazill, Lilli 4.42 2021
211190305 Bastedo, Hyon 4.43 2020
491057832 Buttke, Irea 3.15 2018
820426358 Mccalpane, Elur 4.87 2019
964609408 Branter, Agripino 3.87 2021
692209322 Gab, Delcy 0.43 2022
929425240 Quadnau, Pariksit 1.40 2020
466507736 Guecho, Odilo 1.29 2018
654572673 Harwell, Jema 2.06 2018
565353277 Oglesbee, Miro 1.76 2019
425223442 Bayly, Kasper 4.71 2019
398538842 Cervera, Saddik 3.80 2018
698169689 Moh, Praxedes 3.60 2021
952375283 Jeffus, Raisa 4.81 2019
467333868 Denny, Edvardas 2.51 2022
963123653 Kupper, Naouel 0.96 2020
521391552 Hessong, Gyula 1.77 2018
055104031 Gatta, Josemaria 2.42 2021
635101332 Lantgen, Cherry 2.46 2020
887698811 Bancks, Housnia 4.53 2022
314730564 Leavengood, Vida 4.05 2020
621460360 Schneeman, Marjorie 4.41 2022
798738062 Risch, Juanita 1.79 2018
457424357 Presto, Afrodita 4.60 2021
371875373 Grafton, Bahram 3.64 2018
583550842 Rositano, Minka 4.38 2022
908787533 Delperdang, Silmara 3.25 2018
205832300 Hefferan, Tatevik 4.49 2018
839630542 Garman, Myryam 4.37 2018
678989389 Mccolpin, Mokhtar 2.55 2021
682026742 Duplaga, Seferino 2.10 2018
861868348 Brimley, Eden 0.29 2021
977167436 Kallmeyer, Noureddin 0.91 2020
462154333 Charboneau, Nayara 4.39 2018
487528082 Zabinski, Ave 1.52 2019
032902140 Sampair, Dioni 2.09 2021
071988603 Earnest, Bela 0.73 2019
813061886 Paniagua, Beato 0.85 2018
171093845 Croslin, Massira 3.50 2018
168152861 Rulon, Yasmina 0.79 2018
429331652 Yon, Olaitz 4.76 2022
204296535 Lan, Joseph 3.90 2018
999468818 Ehn, Mugurel 4.41 2019
859929562 Flesch, Kristan 4.65 2018
318305429 Schley, Ewald 4.04 2021
416757785 Schmidbauer, Nikki 1.08 2021
089006847 Nadal, Brenna 4.82 2019
407818119 Tanks, Maripaz 0.17 2019
623470158 Sarinsky, Matxalen 1.17 2021
003521357 Kuen, Samah 3.88 2021
608800717 Resenz, Yosua 1.41 2022
636704873 Taj, Deloras 0.60 2021
987507469 Hirtz, Kasem 1.71 2022
645389493 Partington, Rastislav 3.26 2022
475804935 Lundy, Joselito 4.99 2022
726421022 Augusto, Anja 4.24 2019
702983939 Saadeh, Nadia 2.88 2021
126802487 Billesbach, Alesya 0.07 2018
694994738 Jaso, Emerito 2.95 2019
110648478 Feramisco, Jiafu 1.73 2018
420107854 Mildenhall, Kian 4.57 2021
908974378 Krystek, Sevgyul 0.15 2020
000867447 Seals, Sisinio 1.54 2020
759199182 Garnsey, Maciej 3.92 2018
868551036 Civcci, Lluc 0.51 2022
535180393 Jacobi, Mamoudou 1.87 2018
885145792 Susany, Piroska 3.57 2020
222937281 Groebner, Xiao 2.60 2018
073612463 Neisler, Orhan 1.09 2020
901468285 Gobbo, Albar 4.07 2021
523638583 Kenebrew, Rizwana 0.21 2020
822929052 Michaeli, Rodolf 1.59 2019
698977318 Tauras, Calasanz 3.25 2022
626037690 Whites, Keisy 4.04 2019
966887656 Gritten, Texenen 1.68 2021
342460454 Hermansen, Karlo 0.54 2022
612253154 Gershman, Zhihao 2.36 2021
104469291 Pokora, Wendolyn 3.61 2020
090685537 Pagoda, Samreen 0.64 2021
124617529 Flaa, Margarete 2.01 2019
644765650 Sablock, Calista 0.67 2018
346243333 Turnblom, Suhar 1.77 2019
213647394 Erin, Boleslao 4.05 2018
070637557 Risley, Belgica 0.68 2020
340710189 Bamber, Argelio 2.75 2020
873393161 Libbee, Gianni 3.78 2022
664876362 Gingles, Henok 4.48 2021
434902167 Stpeter, Chu 0.48 2022
431598421 Sephton, Estiben 3.63 2021
398662249 Lievens, Rimma 0.90 2021
165266062 Mieras, Neila 4.43 2018
552581346 Wible, Moulay 1.92 2020
411381582 Bruffee, Odet 2.09 2019
377653851 Ayres, Emile 4.55 2022
101668216 Dirose, Narinder 3.53 2019
297074763 Garahan, Alcira 2.22 2022
967916459 Oberfell, Hamadou 3.26 2021
570149338 Delegado, Billi 1.36 2020
549363519 Dobrasz, Zviad 2.09 2019
264536707 Apolo, Karine 1.03 2022
593978307 Riedlinger, Tore 1.59 2020
238539601 Prawl, Malainin 3.94 2020
189280130 Stoneberg, Boudali 1.57 2022
329058505 Crabill, Nayala 3.12 2021
838845305 Leonesio, Lalit 3.57 2018
959149812 Zacek, Miroslav 2.95 2018
652805274 Busick, Piergiorgio 2.08 2022
211149190 Flemister, Jacobina 2.98 2020
914338994 Diersen, Constanta 2.19 2022
475738247 Tarvin, Serxio 3.02 2018
872551162 Byrley, Candice 0.15 2019
774153274 Gwinner, Yobana 3.44 2018
169959947 Drivers, Karina 4.16 2020
066295048 Tooles, Akli 4.25 2022
898274445 Fadel, Alastair 0.50 2021
107652129 Gatley, Reena 2.36 2020
437150704 Howells, Belmiro 4.90 2018
206571548 Maline, Wafae 1.50 2019
911582861 Zamzam, Loyd 4.45 2019
443634475 Ovitt, Geovane 2.06 2018
649332877 Daigre, Dahlia 0.90 2019
565779242 Armson, Lasandra 1.14 2019
391140046 Spivery, Buen 4.18 2021
265213402 Skold, Xabin 1.52 2021
873725060 Heffernan, Reginaldo 4.17 2022
900169028 Picotte, Johnna 3.85 2019
195262650 Betran, Houria 1.90 2020
071644977 Wene, Hester 0.37 2022
426007664 Ellena, Babara 3.89 2019
775571351 Aceret, Yevdokiya 3.22 2019
795515773 Mcgann, Stepan 0.40 2021
960650292 Fritzler, Janto 2.67 2019
702846919 Noe, Evangelista 1.64 2021
350514078 Fadeley, Jhonny 1.98 2021
855372444 Jakubowski, Cathey 2.29 2021
325400392 Medina, Satiro 0.82 2018
999723275 Spaugh, Muhamad 2.77 2020
802411008 Tepper, Latrice 2.25 2020
509734525 Preis, Miqueas 3.66 2018
813535154 Holsopple, Paqui 2.15 2020
878218388 Justus, Dell 3.57 2021
855363046 Bellhouse, Franco 2.08 2020
039911426 Kar, Visita 4.49 2022
425270204 Dworkin, Maturino 1.87 2018
786491691 Asam, Libe 1.29 2019
923064894 Kanahele, Robbi 3.15 2018
813740254 Tatum, Suhail 2.68 2020
139220413 Speakman, Yeneba 1.56 2021
822633436 Beydoun, Kecia 1.90 2022
267337470 Yoder, Chokri 4.03 2021
992240825 Durk, Hoz 1.05 2022
124378404 Greco, Nuhazet 1.77 2020
724522787 Pontonio, Millicent 3.84 2022
899688719 Roering, Poonam 4.40 2020
460979894 Wenstrom, Qun 2.01 2019
816546018 Murwin, Keith 1.54 2021
453861113 Frabizzio, Nel 4.82 2018
284233210 Saumier, Djamel 3.51 2020
668929504 Christmau, Tena 3.25 2022
775110925 Schwend, Teressa 0.32 2022
091307451 Blaese, Makeda 3.08 2019
788744604 Trentman, Houssain 0.83 2018
115021292 Ficek, Lucimara 3.92 2018
700885534 Sinn, Therese 0.32 2018
169707867 Delargy, Siomara 4.09 2019
216190499 Car, Mazie 2.80 2019
347485759 Amar, Ghofran 0.38 2019
492440582 Toelke, Morro 3.80 2022
639921420 Scheppe, Alishba 4.14 2021
265993272 Shillingsford, Saleck 3.08 2019
433965332 Pennant, Donnie 2.65 2019
034526102 Caskey, Honorino 0.34 2018
190013694 Halle, Attenya 2.69 2022
107950602 Lundmark, Tinka 2.78 2018
208624672 Phippard, Sumei 3.39 2019
379495911 Stoiber, Mitzie 4.44 2020
101168222 Osterman, Tehmina 1.84 2018
051710370 Jayne, Uzuri 4.26 2019
644492559 Beachy, Marieta 3.99 2021
692104615 Prospero, Marton 2.54 2020
740728626 Avril, Di 2.44 2021
686710682 Bielefeld, Karishma 4.67 2021
681373971 Zambo, Nader 4.11 2020
646044140 Bueler, Nabar 2.28 2018
162601312 Maditz, Clarivel 4.01 2021
510887052 Lutze, Adiel 0.58 2018
673519797 Aaland, Roumaissae 4.79 2022
441173508 Dust, Success 4.24 2018
739694309 Lambros, Selena 2.69 2018
400241255 Ostroff, Agustin 1.59 2019
984111550 Strachman, Ndiaga 2.69 2019
784886088 Maestos, Itohan 3.25 2020
722219618 Tyrus, Buenviaje 4.83 2022
346256174 Mcintrye, Elizabel 3.99 2018
172196623 Cywinski, Karlo 3.03 2018
416202376 Suffield, Yikai 2.53 2019
845718750 Kaner, Esmeralda 2.21 2020
718206824 Zank, Suraj 0.83 2019
101167679 Hattaway, Espectacion 2.00 2021
808557941 Lorts, Nosair 3.82 2020
260117507 Nocon, Yongkang 3.71 2018
448428262 Vantreese, Yahaya 1.08 2020
109365007 Robasciotti, Kemberly 0.36 2019
950487933 Gelrud, Janette 1.71 2018
357470810 Drossos, Naoma 2.96 2021
137326761 Murwin, Georgina 4.53 2020
160688234 Search, Dalal 4.13 2022
371573323 Pedone, Shaniqua 3.52 2018
934794544 Mclaughlin, Antonello 1.23 2018
147046865 Viste, Haitao 3.83 2021
172155382 Seymer, Britta 0.28 2022
345933282 Branch, Ebrahima 4.22 2020
919709048 Bassiti, Lenin 0.19 2021
235148400 Sann, Nermin 2.19 2018
251253068 Todeschi, Sajida 0.15 2022
434249949 Pillar, Dioni 3.26 2020
031314392 Holsonback, Brook 0.10 2020
134739843 Marchant, Katja 3.91 2019
102703269 Skeeter, Eufronio 1.52 2019
154171935 Duenes, Jianyong 0.93 2019
742811606 Whiby, Lixin 0.23 2022
938848403 Liddicoat, Anet 0.01 2018
852022139 Lockaby, Atilana 0.94 2020
850839755 Ukich, Ermes 3.19 2021
947624354 Lacerda, Abdelouadoud 0.19 2020
003865804 Mucklow, Ibrahim 3.61 2020
406113532 Busse, Mezian 2.12 2020
527916809 Moorhouse, Eliceo 2.97 2021
332491456 Lazenberry, Yuqi 2.91 2020
652044417 Branscombe, Erradi 3.21 2018
646367592 Lorber, Yeraldin 2.59 2022
347194357 Wear, Tobie 0.51 2022
991989640 Pittard, Timoteo 3.02 2021
366834206 Loeppke, Rahhal 2.65 2021
351341946 Ashkettle, Hajer 1.26 2020
165723303 Livi, Iosu 3.30 2021
103077164 Stidam, Phil 2.24 2021
576654993 Ahhee, Omega 3.73 2022
468444688 Gutzmer, Antxon 1.67 2019
243010292 Delerme, Abisai 3.49 2020
142436602 Mcgrue, Lica 2.35 2018
445675522 Halla, Marquerite 1.39 2020
581217014 Ponciano, Adriel 2.04 2019
032779854 Cundy, Orestes 2.72 2022
409358421 Carline, Mihalache 0.15 2019
078463609 Hidrogo, Seth 1.94 2019
733662974 Sirhan, Zhiming 1.60 2021
052398273 Ramsaroop, Lamiri 4.66 2021
578782751 Schifo, Xeber 3.74 2022
489075450 Magnotti, Eddine 2.31 2021
961884337 Rubio, Thao 4.53 2020
974282501 Paneczko, Yamel 1.16 2019
013336890 Hames, Samatha 4.14 2018
275412219 Diblase, Gurvinder 2.30 2022
718473346 Homsher, Konate 2.59 2021
283234688 Tijerino, Reinalda 1.91 2020
015087751 Diclaudio, Lis 2.16 2020
095015163 Fraunfelter, Todorova 2.62 2019
913627683 Frangione, Meryen 4.89 2021
805560607 Dzurilla, Ainoha 1.16 2022
834113553 Halen, Cesareo 1.19 2019
081685171 Kacvinsky, Linas 4.06 2019
437138221 Swailes, Deivid 4.18 2020
960119869 Shadding, Cicely 2.83 2021
117279905 Boczar, Lachman 3.09 2018
771892182 Uljevic, Galina 2.39 2019
511846804 Jernigan, Valdefuentes 2.44 2022
758069284 Souers, Emil 2.21 2018
708998172 Straughter, Shani 1.43 2018
737350388 Quaye, Aisling 4.47 2021
123863841 Faye, Nayra 0.12 2022
883642369 Rettke, Khaoula 3.80 2019
695377212 Crissinger, Yonathan 3.63 2018
695703622 Tambunga, Amauri 3.79 2021
487225979 Rusich, Albrecht 2.88 2019
579091099 Oder, Petronila 0.19 2018
565319446 Sichler, Mahassine 1.27 2021
364957231 Carrion, Tere 3.14 2021
858067275 Mroz, Joesph 2.26 2020
795945095 Jackosn, Sarra 1.37 2020
634730146 Butman, Shirl 1.65 2020
138026426 Vainio, Ulpiana 3.01 2019
960189001 Vallejo, Arica 2.05 2019
383357552 Condit, Carolino 3.01 2018
063717538 Meysembourg, Dahlia 1.94 2020
378635622 Padua, Stivan 2.39 2018
715300531 Fedor, Bouchara 0.66 2021
663086202 Rommel, Junhua 0.05 2019
154682067 Lawwill, Amabilio 1.92 2021
171163683 Chapmon, Geminiano 3.09 2018
954196788 Eppinette, Insa 1.00 2020
548314102 Sallee, Raman 4.38 2020
878843843 Zulauf, Aquino 0.88 2019
789194372 Lairson, Tsvetoslav 4.85 2018
717991548 Spiry, Aloe 4.04 2018
313155123 Cuckler, Eutiquia 1.77 2022
652113779 Speranza, Leopold 4.68 2020
941606477 Ramjhon, Huimin 1.86 2019
586270941 Larsson, Ji 4.21 2019
559112647 Henigan, Ninive 4.17 2018
905409095 Varriale, Dasio 4.21 2018
547683175 Harkrader, Jaciara 0.57 2020
566367312 Arnn, Naoko 0.37 2020
498687706 Kirshner, Juraj 3.19 2020
513767600 Madden, Divino 3.34 2022
408832805 Tong, Silene 0.47 2018
041962882 Hedding, Fawaz 4.19 2019
633095370 Ingargiola, Mendy 4.82 2019
495826056 Whitby, Amanecer 0.26 2018
320212499 Brodhurst, Khadidja 2.45 2022
248389091 Gallaway, Ruht 4.08 2019
923573039 Petrucco, Ansou 3.96 2020
726520717 Pascal, Joey 4.02 2020
221451151 Cuthrell, Nerea 4.36 2018
907257309 Pisano, Yasine 1.94 2022
603293343 Celius, Zintia 4.75 2020
108902910 Conde, Kathaleen 4.97 2018
443645576 Siverly, Jonna 4.80 2022
235012211 Kerstein, Igarki 2.38 2020
621368868 Tubolino, Solita 4.59 2020
058705992 Frayne, Weiyan 1.21 2018
343176069 Finco, Cami 4.71 2020
643945429 Torrens, Atta 3.84 2019
806801871 Ostrowski, Manja 0.83 2019
146890908 Steinle, Aristobulo 1.61 2018
730452947 Boese, Yaw 1.15 2020
716065627 Sturkey, Leonilde 4.53 2021
394973835 Messore, Wojciech 4.29 2022
002211684 Wernert, Mimona 4.80 2021
864590559 Weakley, Doralia 4.51 2018
938320653 Minardi, Georgetta 1.97 2021
662018988 Bukowiecki, Lilly 3.23 2020
650586513 Ringwald, Beverlee 3.08 2019
166784514 Huling, Laverne 3.82 2019
747293963 Britt, Lydie 4.00 2022
090114731 Gaige, Pablino 0.22 2018
038399851 Nickson, C 0.14 2022
946418575 Kreiser, Chesus 4.99 2019
623400309 Cobos, Mesbah 1.12 2018
966412769 Dossantos, Rodolfo 2.18 2022
543705101 Kemble, Iacob 1.70 2018
822202432 Ballestas, Tabitha 3.82 2019
806213754 Bruington, Natzaret 0.10 2018
929483087 Schrank, Andrej 0.86 2021
773405227 Janszen, Geny 4.11 2021
400316075 Engquist, Angelico 3.99 2022
957620825 Lotton, Mayssa 1.71 2021
676697972 Campi, Khatima 2.71 2022
045631176 Cutt, Louis 2.47 2018
481403125 Hughson, Britni 0.98 2020
677191273 Deford, Rossana 1.27 2020
095212291 Retter, Angelena 2.41 2022
356276022 Mcgavin, Venita 1.10 2018
215310869 Novacek, Volodya 4.40 2020
992815517 Chivalette, Maren 4.61 2022
090732540 Tanberg, Kepa 4.10 2020
110507101 Carretero, Meihong 2.02 2022
366204543 Szitar, Paul 0.54 2018
043180017 Whipkey, Najim 4.19 2018
910133725 Nager, Adai 3.58 2020
106876388 Rensch, Valme 4.45 2021
800696610 Budge, Argelina 1.96 2021
572739168 Provorse, Yolimar 4.41 2019
831480383 Pennacchio, Azucena 2.75 2018
651752495 Reigstad, Hibernon 1.63 2021
340542135 Lollie, Megumi 3.51 2018
949336878 Halon, Anali 3.52 2019
643920372 Engebretsen, Regena 0.09 2018
982944090 Mckinzie, Suria 4.94 2020
751209312 Plaza, Camil 2.88 2018
085114574 Phariss, Alesandra 4.76 2018
820732426 Rincan, Melissia 2.78 2018
129184335 Wiechman, Laziz 4.38 2021
544230345 Kepler, Adonino 4.51 2019
264084143 Personius, Radina 3.71 2018
013168847 Damberger, Adda 1.62 2020
697986465 Willitzer, Gori 4.16 2019
102366714 Louthen, Emanuela 3.11 2022
661775349 Goldfuss, Victoriana 4.80 2018
698805183 Lostetter, Theron 0.36 2021
359776595 Daniels, Santana 2.03 2018
933846671 Stover, Ilse 1.97 2019
316650538 Keomany, Acoran 0.38 2021
401331756 Youell, Erkuden 0.23 2021
418012188 Nikocevic, Daud 1.82 2021
563870676 Helfrey, Madi 2.25 2022
537141524 Braymiller, Huilin 2.67 2020
140549669 Pyrdum, Suzana 3.79 2022
192149474 Gebhard, Platon 4.19 2020
723512925 Modesitt, Yenni 1.81 2021
328957678 Meyerhoefer, Joshue 0.12 2022
903288084 Royer, Escolastico 0.48 2021
236068161 Fernando, Zayneb 2.61 2019
642291649 Kolbusz, Elan 1.42 2022
841095671 Sawinski, Minying 2.86 2022
974137970 Heverin, Aihong 2.68 2020
954265305 Buffone, Salustiano 3.11 2021
079661301 Lajeunesse, Oliver 2.16 2020
591163265 Eighmey, Danail 3.70 2022
377703236 Summerson, Edra 2.61 2021
278451091 Triggs, Nida 3.90 2021
119445803 Thoams, Vasileios 0.59 2018
685400005 Russel, Britany 0.64 2019
807609649 Gokey, Trula 0.84 2020
629505656 Graffam, Maile 3.92 2021
635365120 Yount, Aycha 2.47 2019
558553294 Mcgovern, Liberato 4.13 2019
837359986 Frere, Mamourou 1.54 2021
865201308 Peavler, Liesbeth 2.46 2020
463588334 Herout, Izeia 2.13 2021
848179770 Karg, Antoanela 3.08 2021
367824832 Dechert, Holi 3.73 2019
244522341 Waeyaert, Delmira 1.23 2018
057141183 Magner, Poncio 2.27 2019
971414843 Alcosiba, Guida 1.91 2022
638478292 Felarca, Viorica 0.77 2021
920891466 Quill, Adelfa 4.04 2019
497989674 Jobe, Tandra 3.67 2019
528516239 Kurgan, Naha 2.12 2021
758689816 Brodine, Mariam 2.50 2019
524678035 Menefield, Laurinda 4.44 2022
378827735 Shah, Erhimo 0.43 2020
020581588 Amanza, Romain 1.59 2022
881347256 Witsell, Sinead 1.21 2021
980350107 Schwent, Lucelly 1.51 2018
138968170 Koeppen, Alaina 4.46 2019
716713618 Bonnifield, Founeke 1.91 2018
746046935 Sambor, Cayo 3.00 2018
120677214 Vonkrosigk, Safwan 0.15 2018
175806694 Stlawrence, Sana 2.53 2021
814321307 Minnifield, Xia 4.33 2022
517832917 Bulcao, Yaseen 1.47 2020
262795018 Batte, Aissa 2.78 2021
129767233 Mcgilvray, Jerusa 0.83 2021
723446248 Krupansky, Allena 3.38 2018
855069938 Crosier, Kyrylo 4.36 2020
851707744 Barach, Tanveer 1.54 2021
101177641 Stadnik, Queren 4.85 2018
669694035 Banville, Kwabena 3.12 2021
685130714 Gambold, Khadjou 2.49 2018
567635010 Flickner, Jhonathan 1.78 2022
