000027379 Trachtenberg, Illia 2.18 2021
757958784 Ginocchio, Amapola 1.23 2022
757959039 Nicely, Perfecta 2.41 2021
757963932 Viney, Iakes 1.09 2022
758004169 Harderman, Essie 2.89 2021
758023589 Aeschliman, Marzouk 4.80 2021
758039222 Swanner, Jodee 3.44 2018
758048710 Meinel, Thea 3.98 2021
758049695 Dobie, Larisa 4.33 2018
758051363 Sprunger, Ceres 4.49 2019
758060315 Hillen, Armando 1.87 2019
758091694 Crauswell, Clarissa 1.58 2021
758092993 Sadusky, Theophilus 2.09 2021
758109057 Stys, Touraya 3.92 2018
758112362 Houey, Capilla 3.23 2020
758112411 Schroy, Nune 1.27 2021
758113422 Shufflebarger, Adeluta 1.18 2021
758115137 Vollenweider, Brittaney 2.63 2022
758126628 Sistrunk, Leatha 2.95 2022
758128647 Byard, Charles 0.23 2021
758156064 Culbert, Sumei 0.96 2018
758158180 Chandier, Homero 1.27 2022
758158929 Bartash, Eero 1.91 2020
758161640 Faraci, Charki 3.76 2018
758176408 Pavone, Salima 2.81 2018
758190366 Ore, Bianka 1.69 2021
758196890 Masher, Ansou 0.14 2018
758200143 Clare, Marisa 3.11 2022
758200747 Thornock, Fateh 1.76 2020
758203110 Scoville, Damaso 2.69 2022
758209439 Hickory, Ronna 3.64 2022
758215640 Vilain, Exiquio 3.82 2018
758225217 Kordus, Elisabeth 0.04 2018
758229472 Keuler, Severina 4.42 2021
758234528 Ariza, Alexandre 1.93 2022
758237575 Anker, Stefanie 0.08 2020
758243764 Belvin, Radita 3.12 2021
758256498 Lapa, Rafika 0.03 2018
758262133 Levick, Gaia 4.98 2020
758263291 Pitcherello, Silvestru 4.03 2021
758293961 Ruleman, Hajar 3.47 2018
758299010 Latam, Kira 3.29 2018
758303182 Herera, Reinelda 1.83 2021
758309574 Camarero, Meijuan 2.86 2018
758319428 Novicki, Sulami 4.05 2019
758326623 Turnquist, Atiq 2.02 2020
758332305 Bossi, Ferenc 4.49 2020
758340218 Poehler, Lijana 1.27 2021
758344844 Northington, Joanna 2.62 2022
758363961 Woodle, Magnus 4.67 2019
758371713 Tuohey, Shiela 4.81 2021
758388326 Alling, Maroua 3.24 2022
758388073 Muether, Xose 0.12 2019
758403208 Crespi, Khaoula 2.44 2021
758412261 Lese, Nabia 2.91 2018
758443755 Campfield, Katherina 2.86 2021
758450607 Argiro, Brande 0.13 2019
758460425 Morren, Sheilah 0.09 2022
758465568 Bolar, Jorn 4.97 2022
758477086 Cerreta, Corie 3.17 2022
758481633 Swede, Tianyu 2.05 2018
758489228 Joslin, Kacy 0.57 2020
758493974 Bueti, Dumitrache 2.74 2020
758502215 Matusik, Tsvetelin 0.05 2020
758522104 Cusher, Edgard 0.78 2020
758524995 Schiffmann, Birame 4.31 2020
758527029 Fegueroa, Tatyana 0.64 2021
758543130 Mcgregory, Raeann 1.90 2019
758546985 Lengel, Ismaail 2.95 2020
758550126 Niebyl, Marvis 4.39 2020
758564399 Bossier, Gliceria 2.83 2021
758565182 Gonce, Marcela 0.54 2019
758569376 Crockett, Kalin 4.22 2022
758579583 Clougher, Inmanol 4.95 2020
758581623 Thoby, Antenor 0.58 2020
758581022 Sulikowski, Reymundo 3.09 2022
758590301 Reth, Antidio 2.41 2022
758630241 Mouzon, Claude 3.16 2021
758638715 Bean, Apolinar 4.99 2021
758650671 Mimnaugh, Xiong 4.62 2020
758656408 Hoder, Stanimir 0.16 2018
758656354 Sauer, Gaynell 2.64 2020
758664125 Boche, Felicidad 4.14 2020
758681977 Nabers, Serguey 2.88 2021
758684654 Blender, Cyrstal 1.91 2020
758686398 Pereiro, Velislav 0.69 2019
758703481 Musielak, Toncho 2.93 2022
758708982 Pulizzi, Yanping 2.86 2018
758709545 Sekulski, Margarito 3.65 2021
758723472 Wigle, Mariora 4.46 2020
758740856 Norman, Yijie 3.56 2021
758759501 Leslie, Halley 3.42 2019
758765715 Wangerin, Cheryl 2.64 2021
758771773 Ebadi, Delfino 1.71 2021
758777267 Handcock, Katrin 3.67 2019
758787844 Getchman, Kasper 4.65 2019
758805917 Lute, Odis 1.41 2018
758808822 Andoh, Jorn 3.54 2018
758816790 Mcnaughton, Aadil 2.79 2020
758832509 Shettle, Abdeljebbar 2.30 2020
758833911 Deni, Gang 0.46 2021
758841045 Longwith, Jofre 0.59 2019
758850916 Zuber, Caiping 4.68 2021
758855871 Quintal, Keshia 2.19 2021
758860477 Favuzza, Romarey 1.06 2022
758869710 Prysock, Ouazna 0.35 2018
758885109 Lull, Bula 0.27 2019
758898071 Dreckman, Igancio 0.71 2020
758906366 Antonovich, Medea 1.97 2021
758916920 Mcgathy, Manish 0.62 2020
758921461 Auala, Michel 1.36 2021
758932316 Dewolf, Arnette 3.95 2021
758935837 Overbo, Raiza 1.42 2022
758937896 Hobby, Laurindo 3.57 2022
758942150 Kieck, Merete 3.28 2020
758993468 Langhart, Nicolas 2.44 2018
759002892 Bitonti, Adelino 0.14 2022
759003819 Firebaugh, Herminio 3.21 2020
759008584 Bengochia, Emanuel 2.72 2022
759016560 Lipsey, Pusa 1.77 2022
759029620 Montembeau, Ragnhild 2.51 2018
759051570 Buckhannon, Dafina 4.12 2018
759056525 Covotta, Jianliang 4.59 2020
759066101 Boccio, Abdelkhalak 1.95 2020
759074695 Shouse, Jassim 2.68 2019
759079811 Sodano, Annick 0.50 2020
759082639 Tetzlaff, Stilian 0.28 2022
759086811 Zadorozny, Nur 2.62 2021
759100218 Munkberg, Joelma 4.46 2019
759101171 Delamater, Samia 4.02 2022
759103297 Dauster, Rosalyn 3.08 2019
759109662 Mari, Abbey 3.74 2020
759112622 Biederwolf, Mata 1.67 2022
759118248 Nusom, Mahy 1.76 2018
759157605 Kisker, Berry 0.41 2019
759193687 Barree, Matha 0.20 2020
759269548 Elicker, Idy 4.54 2020
759281657 Till, Amiee 0.26 2021
759304231 Barcelona, Laree 1.53 2018
759308637 Maikoksoong, Soufyan 4.47 2020
759309140 Haworth, Stancho 0.47 2019
759337039 Assing, Carlito 0.56 2021
759340040 Bolin, Vitalijs 4.02 2018
759343453 Erbstein, Set 3.52 2021
759348202 Fryberger, Borys 3.69 2021
759352100 Tamanaha, Xianbin 1.72 2018
759358053 Truan, Kewal 2.64 2020
759389201 Mccuien, Minervina 0.23 2019
759401469 Saranzak, Isaiah 2.28 2021
759402180 Huh, Zack 4.78 2020
759406746 Mcghie, Lucina 1.37 2022
759409265 Cruel, Walter 2.66 2020
759427458 Namsaly, Derek 1.77 2019
759442792 Boocks, Leone 2.67 2019
759448919 Kingfisher, Armide 3.30 2018
759466593 Dingee, Ilinca 1.08 2021
759470214 Vargason, Pricila 4.87 2019
759471675 Ficorilli, Hermandina 2.60 2019
759477700 Rockhill, Rhimo 3.96 2018
759489577 Scovell, Darrel 0.63 2021
759499597 Shimko, Yero 4.22 2021
759505208 Hammitt, Lasonya 3.47 2021
759513784 Daudelin, Diamantina 3.65 2018
759519370 Stonecypher, Desiree 0.62 2018
759525434 Stranak, Purificacion 0.29 2018
759531871 Gutierrez, Asael 1.47 2022
759542607 Ilg, François 3.92 2021
759560067 Hartwick, Hua 3.13 2018
759560846 Kai, Bastiaan 0.90 2018
759567057 Krasovec, Linet 2.88 2019
759575320 Armijo, Freddie 4.79 2018
759594146 Galinoo, Katarina 2.47 2020
759594486 Seneker, Yuehua 1.37 2022
759612296 Murrietta, Darlin 2.76 2022
759625298 Cassity, Arseniy 2.95 2021
759638765 Streifel, Merna 3.96 2019
759654849 Marquina, Sinay 3.83 2021
759668248 Barkley, Isis 3.57 2020
759680940 Zuckerwar, Oprea 0.67 2022
759688737 Kleinwolterin, Mouhamet 0.94 2022
759693337 Natsis, Maryetta 3.88 2020
759705454 Chard, Audrie 4.67 2019
759736784 Cumbee, Aracelly 0.47 2018
759741575 Tarski, Rosinda 2.92 2019
759758759 Amspaugh, Maram 1.25 2019
759764258 Kallio, Mana 2.59 2021
759768524 Deschamp, Lua 4.32 2022
759776038 Sendejo, Carlita 1.86 2021
759793967 Konick, Aliona 0.47 2022
759794158 Mooradian, Adhara 0.40 2019
759795257 Duong, Wenbin 1.63 2019
759806239 Kossmann, Alfred 4.16 2020
759814043 Maffey, Fausti 0.34 2019
759823373 Aben, Yucheng 4.67 2020
759824505 Terrero, Izaga 1.65 2020
759835239 Tamaro, Aihua 0.20 2019
759850665 Peoples, Yanira 0.67 2020
759852486 Muck, Airis 1.93 2020
759868821 Popoff, Heribert 1.83 2021
759868630 Behm, Layonel 3.48 2021
759870901 Boger, Connie 0.70 2019
759876204 Urman, Hilde 0.31 2019
759877774 Rogel, Smahan 2.26 2020
759881775 Wheaton, Yuhua 0.75 2022
759889324 Waskow, Clarena 4.88 2019
759892741 Hersha, Lixiang 1.48 2022
759903605 Mantella, Tifani 4.74 2021
759913900 Mcquesten, Seda 2.25 2019
759913016 Cushen, Mourtalla 2.85 2018
759914692 Quakenbush, Madonna 2.29 2022
759919203 Hendrickx, Michelina 2.51 2022
759939599 Bost, Glenny 2.91 2020
759964410 Alewine, Placid 1.34 2022
759966334 Girauard, Salvia 0.36 2022
759969923 Toguchi, Crsitina 0.25 2022
759972055 Kettell, Irmtraud 0.73 2021
759978346 Hults, Rajiv 3.97 2019
760008417 Keal, Odessa 4.59 2020
760016863 Tallie, Erinn 4.52 2021
760027852 Brownell, Frederik 4.92 2022
760029728 Hughart, Joussef 1.29 2019
760032782 Thornbury, Gero 1.93 2022
760047006 Hornik, Romayssa 3.96 2021
760054312 Emberley, Evert 1.74 2018
760058751 Parr, Meifeng 0.17 2022
760062246 Mrowka, Varsha 1.18 2018
760065846 Losardo, Soufyan 1.48 2022
760087487 Mcclamy, Nigel 4.56 2020
760124249 Teder, Lianet 3.19 2022
760132737 Oby, Jurijs 2.35 2019
760140763 Kobashigawa, Sheila 1.58 2021
760140250 Shollenberger, Samoila 2.92 2018
760140291 Broadfoot, Merete 3.70 2022
760183398 Dirado, Edson 3.92 2021
760184655 Isaack, Radita 3.92 2022
760186537 Brenneman, Marioly 0.30 2019
760190555 Machesky, Joycelyn 3.74 2021
760192487 Livermon, Rahma 2.54 2022
760212191 Kauder, Don 3.11 2021
760227904 Febbraio, Marjorie 1.95 2021
760265344 Heidtke, Marua 0.51 2022
760298345 Collea, Desiree 4.67 2022
760302248 Jimbo, Delila 1.73 2022
760305431 Delbrune, Ruel 3.21 2022
760323156 Anstine, Tomasina 1.23 2021
760327216 Chantler, Gonzalo 2.02 2022
760329680 Peick, Frances 3.30 2022
760331226 Bolser, Wander 0.20 2020
760332633 Trueman, Richar 4.67 2019
760340340 Garvie, Salustiano 0.65 2022
760348124 Millison, Voicu 0.77 2021
760367183 Caraway, Raelene 2.38 2021
760393017 Meece, Maati 1.76 2021
760395343 Pesa, Quintiliano 4.67 2018
760396219 Quintard, Nancee 3.72 2020
760397088 Sarks, Denver 2.62 2018
760401646 Guilstorf, Xujun 2.26 2020
760424009 Berbig, Carey 1.80 2018
760433530 Dupaty, Senen 3.20 2020
760435258 Mancillas, Chuck 3.50 2019
760435930 Dropinski, Bonifacia 3.15 2022
760441966 Beker, Taina 4.48 2021
760456218 Lacomb, Tetyana 3.93 2020
760457985 Hornbaker, Maudilio 3.76 2022
760462200 Tedesco, Massira 4.53 2022
760471218 Ono, Carme 0.24 2020
760478574 Goffe, Olexiy 1.79 2021
760480226 Gullatte, Fundador 1.51 2018
760511117 Minnick, Nelso 3.42 2018
760517966 Batterson, Estefani 1.05 2018
760520938 Vandewalker, Boubakar 4.61 2019
760527537 Mellenthin, Elisei 4.81 2022
760538788 Enrriquez, Ilonka 2.27 2018
760541912 Toquinto, Elif 2.20 2020
760544344 Zampieri, Manuela 1.80 2019
760551772 Meinzer, Divine 3.79 2018
760584607 Dellen, Itohan 4.94 2018
760589292 Vanschaick, Leatrice 1.50 2021
760600831 Burlock, Hichem 4.07 2022
760602234 Perrotti, Aiyue 4.87 2021
760613668 Venture, Jauad 3.79 2022
760615085 Grocott, Val 3.76 2020
760615334 Kleinman, Soraida 0.28 2018
760631489 Valdo, Levent 4.55 2019
760635248 Coffill, Kurtis 0.54 2018
760635444 Sagedahl, Jinguo 2.06 2022
760638535 Crock, Greisy 3.81 2022
760641154 Demyers, Ninbe 1.91 2021
760662785 Abina, Breda 3.32 2019
760672762 Hulin, Fouzi 4.60 2021
760673799 Thielbar, Lhoussaine 4.84 2020
760685200 Shortell, Petronella 4.57 2018
760689792 Widman, Raymunda 0.02 2022
760690627 Dielman, Souleye 0.40 2018
760701375 Zeigler, Barbaro 4.02 2019
760713084 Wesson, Monssef 4.11 2020
760729957 Pahk, Antoliana 0.69 2018
760740231 Koria, Mirko 1.84 2019
760744518 Helander, Roderick 3.12 2018
760748566 Vigneault, Myrtice 2.23 2021
760748773 Rockwell, Hildegart 2.24 2022
760762336 Couillard, Caio 3.95 2018
760818606 Brazee, Yuvraj 2.30 2021
760827930 Herbick, Vasyl 1.26 2020
760829069 Toppings, Suzi 4.09 2021
760830640 Hackerott, Josephina 1.19 2020
760832368 Herzberg, Abdesslam 3.31 2018
760837160 Cucvas, Kiryl 2.77 2020
760865680 Blasengame, Mozella 1.01 2018
760866649 Lacovara, Qaiser 3.81 2019
760870251 Pelnar, Soudia 4.36 2022
760870802 Mahmood, Yaseen 3.89 2022
760872319 Poleyestewa, Fredda 1.05 2019
760893590 Delveechio, Leonilo 1.01 2018
760905098 Hindley, Ancizar 1.39 2020
760912631 Cerasuolo, Keoma 0.33 2021
760923676 Clements, Azize 2.04 2018
760939766 Ridener, Rytis 3.74 2019
760943273 Didonna, Ezio 4.11 2021
760953018 Bensen, Aldo 1.56 2022
760973313 Schoenhard, Ethel 0.73 2019
760973502 Roskelley, Nasser 0.85 2019
760982655 Garsee, Tanika 3.65 2021
760988863 Mcgibbon, Ania 4.39 2022
760993056 Petrovits, Eryka 2.90 2018
761012649 Santopietro, Meghan 2.84 2021
761042411 Brownle, Bat 0.20 2018
761044323 Souter, Cristinela 2.77 2019
761049623 Opielski, Sarbjit 4.78 2019
761049566 Reisling, Ozlem 3.65 2022
761051507 Kexel, Nada 0.25 2021
761055069 Wrotten, Rasheeda 2.81 2021
761068277 Saas, Aleshia 3.35 2021
761074746 Louil, Edmund 1.62 2022
761076764 Mccrabb, Gregori 2.69 2022
761080888 Deprez, Shaolin 3.52 2018
761105252 Melencamp, Etxahun 4.56 2021
761129517 Bomzer, Creu 0.63 2021
761141047 Campusano, Constanta 0.02 2021
761145620 Langford, Carmine 0.01 2020
761161782 Peacher, Santina 0.81 2019
761194016 Filipponi, Regine 3.42 2018
761223980 Dreibelbis, Lucy 1.01 2021
761244837 Eagan, Araiz 2.93 2021
761277080 Kaman, Sotero 3.70 2019
761285276 Kamat, Hiram 4.14 2018
761287377 Keslar, Ilah 1.46 2020
761288923 Anesi, Waltraud 1.21 2018
761291237 Novo, Ada 4.68 2022
761294560 Swonke, Gladiz 0.87 2022
761310236 Snellman, Exaltacion 0.12 2018
761315449 Reames, Fiaz 3.91 2021
761342470 Jarman, Augustina 3.30 2020
761346748 Nadolny, Willian 2.95 2020
761346571 Swanhart, Normand 0.55 2021
761350506 Mclin, Mykola 0.57 2019
761352198 Armendariz, Vergil 0.10 2018
761365531 Hidden, Feliciana 3.90 2019
761381900 Irmeger, Jaquelin 0.25 2021
761419888 Dirkse, Brett 1.32 2018
761429968 Middleton, Natali 2.13 2018
761433673 Koehn, Khatir 1.63 2019
761433583 Cito, Brais 1.18 2022
761435546 Lebel, Vitaliano 2.26 2020
761444520 Thiery, Maribel 4.25 2021
761449930 Bohrn, Roi 0.58 2021
761456516 Mayhew, Aizeti 2.51 2019
761474570 Ebenstein, Ayala 4.66 2021
761476361 Lappinga, Elmo 2.09 2021
761480593 Whitsell, Gotzone 0.21 2021
761482660 Krzeminski, Yongguang 2.38 2019
761493422 Ewers, Dialla 1.86 2022
761496372 Tuley, Aisam 2.73 2020
761498181 Blackmore, Vishal 1.67 2022
761512754 Zedian, Portia 1.42 2018
761513588 Homby, Erramun 3.84 2021
761524369 Ennaco, Eriko 0.76 2018
761526355 Armstead, Aniello 3.25 2021
761530190 Sheinbein, Haijuan 1.72 2018
761538622 Nakaoka, Majida 0.47 2018
761567074 Seaney, Ritva 3.09 2018
761571923 Mignone, Lirong 0.12 2021
761576363 Herrara, Andrada 2.06 2018
761582190 Weitnauer, Bertie 4.73 2018
761585837 Klemen, Curt 0.92 2020
761586523 Orone, Nao 1.06 2022
761596358 Schelp, Aboubaker 4.53 2019
761615104 Hertz, Melynda 2.56 2021
761636191 Nester, Denes 3.28 2020
761637709 Buchheit, Gurleen 0.12 2019
761643948 Wyett, Matilda 4.99 2020
761672129 Dicerbo, Adell 3.85 2019
761678946 Dashno, Irfan 0.81 2022
761687412 Bachas, Lauren 4.62 2018
761687990 Reisig, Baerbel 2.04 2019
761712399 Mcteer, Viana 0.15 2020
761718147 Garces, Deu 1.17 2021
761729205 Riddlebarger, Dawda 4.82 2018
761749053 Gabeline, Deangelo 2.24 2021
761762417 Vellone, Nicodemo 3.52 2021
761803309 Koff, Albar 3.08 2021
761812317 Besner, Gabriel 1.03 2020
761819252 Caldero, Haitham 0.86 2020
761826497 Ellingson, Lexie 0.39 2021
761833323 Kleinsorge, Baltasar 1.32 2021
761843698 Fiore, Oleta 4.22 2020
761870659 Balletta, Vashti 0.56 2018
761894938 Lockheart, Na 2.37 2019
761905331 Juen, Gedeon 2.00 2021
761910399 Ranke, Plamena 0.60 2021
761913927 Mundziak, Makhlouf 2.51 2018
761933035 Leer, Mimuntz 0.27 2020
761941583 Tokley, Josiah 2.84 2022
761949893 Brumer, Brunilda 0.68 2019
761959460 Conley, Xinwei 2.02 2021
761998891 Henrickson, Baltasar 4.49 2020
762000155 Masseria, Gillian 3.23 2020
762012349 Scarsella, Yamna 0.25 2019
762017244 Conkrite, Vanda 2.86 2021
762029730 Pyscher, Bihotz 3.36 2018
762034305 Lozo, Añes 3.40 2021
762064946 Cherian, Modesto 0.19 2020
762066181 Monzo, Garuda 1.77 2018
762093378 Velilla, Valencia 0.31 2020
762095065 Moras, Serafim 2.30 2022
762102110 Klausner, Sadiq 1.98 2022
762115634 Borio, Yessica 3.46 2020
762116972 Castle, Charlott 0.68 2022
762118359 Raffa, Icar 1.51 2022
762123160 Abelman, Vidas 4.87 2019
762125858 Gola, Marsel 1.90 2019
762145737 Medure, Aleksei 1.96 2019
762164300 Rochlin, Johanny 0.54 2018
762181599 Zierenberg, Naveeda 1.79 2021
762204978 Ducayne, Raoul 1.38 2020
762204938 Wolffe, Karin 2.40 2018
762234172 Laud, Heorhiy 2.18 2019
762235673 Annan, Waclaw 0.53 2019
762237701 Muczynski, Marlies 1.16 2021
762239176 Degman, Zambra 4.80 2022
762244245 Denenberg, Williams 3.98 2022
762247788 Felmet, Zihao 0.42 2018
762255750 Anasagasti, Lahoucine 2.43 2019
762271105 Thate, Arabella 4.41 2021
762277050 Jensrud, Werner 4.55 2020
762277866 Delallo, Siegfried 2.54 2021
762282234 Czaplinski, Doralina 2.72 2021
762293624 Elliott, Dailo 3.96 2019
762293003 Fleury, Shamshad 0.39 2020
762334284 Amarillas, Alsira 0.09 2022
762339714 Mcglothin, Krystian 2.68 2021
762342885 Jansson, Nasra 4.75 2022
762357287 Kivi, Rezki 4.64 2018
762371962 Oldfield, Robina 1.72 2021
762376393 Bieniek, Argi 1.36 2021
762384063 Zenbaver, Eray 0.00 2019
762386159 Blier, Saturia 4.79 2022
762389278 Jurasin, Berenguer 4.66 2019
762390670 Ahl, Jaiver 3.55 2020
762392628 Mcclerkin, Daouia 2.39 2022
762395266 Cheatum, Beniamin 0.67 2020
762401063 Colleran, Andres 2.45 2021
762410449 Rosettie, Marife 3.16 2018
762415518 Dadds, Jetta 1.61 2021
762426943 Lutes, Felisha 1.15 2021
762434050 Strawberry, Alexia 0.75 2022
762446643 Nusser, Abdelhafid 3.37 2022
762450809 Dejaeger, Laurentia 0.97 2018
762462870 Earehart, Beralides 4.51 2022
762506377 Poe, Dione 4.90 2018
762553361 Byrom, Salustiana 0.95 2019
762556878 Hamid, Xiurong 4.87 2021
762556634 Guisinger, Fariza 2.30 2019
762597195 Guglielmina, Leda 2.29 2018
762598499 Swayne, Ionelia 0.11 2019
762611373 Georgelis, Idoia 4.22 2021
762615215 Ellars, Nadal 1.75 2018
762623808 Cardwell, Sandica 2.55 2022
762661952 Shina, Mbarek 1.49 2022
762664274 Jepson, Zuleyma 4.26 2021
762674554 Babbel, Mounira 0.26 2020
762680538 Makua, Suevia 3.86 2022
762682918 Hennesy, Gintautas 0.93 2019
762684497 Catrambone, Sohan 0.17 2018
762693695 Stodghill, Jallal 1.27 2022
762694756 Canan, Shanae 3.49 2019
762704395 Wrobel, Garbiñe 0.01 2018
762704630 Maruco, Bambi 4.63 2019
762721676 Poxon, Himad 3.79 2021
762724405 Sabatino, Brittanie 1.22 2018
762740605 Ausiello, Yingmei 4.96 2021
762758168 Lawbaugh, Noemy 4.15 2022
762766420 Takala, Meena 0.57 2021
762780603 Chambliss, Abdessalem 4.60 2022
762812896 Metil, Ryad 3.90 2021
762826910 Bucio, Reza 1.15 2020
762832777 Doles, Coloman 4.78 2019
762843801 Swartzel, Gintaras 2.37 2020
762848482 Mecca, Remzi 4.46 2022
762850699 Rudat, Audelina 3.37 2021
762853704 Fermo, Alena 1.51 2021
762862112 Muff, Zhiqiang 4.83 2019
762866538 Digirolamo, Xiangyang 1.51 2021
762882047 Ramnauth, Eladino 3.29 2021
762885347 Bowerize, Elvis 0.71 2019
762887619 Heitz, Alethia 3.80 2018
762896509 Yocius, Eduard 3.80 2021
762896255 Beauprez, Ziyad 4.75 2020
762899114 Sotto, Nouhou 4.90 2019
762902531 Bitz, Josue 2.32 2021
762904623 Warsme, Firdaus 2.90 2022
762911765 Manser, Shahzaib 1.57 2020
762919525 Burin, Antulio 2.31 2019
762936564 Steik, Chad 4.35 2021
762974923 Stitzel, Barbel 0.96 2022
762992677 Adrian, Ilenuta 2.61 2022
763005598 Hinderman, Latoria 0.94 2022
763033167 Heare, Sander 3.56 2022
763037681 Tekulve, Dalida 0.55 2019
763044827 Ghera, Inocencio 3.34 2021
763050318 Purdom, Soraya 4.48 2019
763054984 Falcone, Nathalie 3.65 2022
763056675 Decapua, Pascual 2.27 2019
763083136 Steffes, Xiaoyue 3.16 2021
763110715 Rarden, Jonell 1.11 2019
763116165 Lemoyne, Birane 0.46 2018
763125006 Vause, Alida 3.57 2020
763125182 Skura, Savannah 0.59 2021
763136361 Burly, Ragnhild 4.28 2022
763149154 Dirr, Yicheng 2.71 2022
763155765 Mccraw, Xiana 3.92 2022
763161527 Semrad, Lupicina 1.93 2018
763180813 Barbetta, Tommye 1.88 2018
763218088 Viren, Floricica 3.35 2021
763226158 Pestano, Yered 3.67 2019
763274069 Lartigue, Icram 3.93 2019
763280148 Deliberato, Eda 2.18 2020
763291871 Creson, Abrahan 4.40 2021
763300626 Souphom, Quirina 2.27 2022
763301020 Meucci, Maricarmen 4.43 2020
763352975 Arrigo, Fatu 1.89 2019
763353798 Gurske, Lixin 0.93 2020
763361412 Toenges, Bryam 0.94 2020
763367126 Hauf, Luzinete 0.07 2020
763382660 Holtzclaw, Nicoletta 1.79 2019
763384774 Duchesneau, Baroudi 1.55 2021
763385981 Edick, Khatuna 3.29 2020
763395711 Pushard, Cañosanto 2.07 2020
763411406 Munsen, Hermita 0.40 2021
763414102 Osequera, Corpus 1.39 2022
763436787 Kiker, In 0.86 2021
763445947 Greenhill, Masud 0.69 2021
763447287 Wojenski, Just 3.01 2020
763452348 Tojo, Navidad 2.04 2020
763457487 Grenon, Kolyo 1.38 2022
763465950 Pupo, Bakasura 3.54 2022
763465006 Katoa, Seema 0.62 2019
763466120 Klomp, Omara 2.70 2020
763472327 Nafziger, Timea 1.14 2021
763485867 Walka, Toria 0.22 2021
763494496 Bregantini, Parasca 2.87 2021
763509311 Chihak, Hlal 3.33 2020
763510806 Malinovsky, Ludek 4.43 2018
763520540 Antwi, Musah 4.19 2020
763542433 Komatsu, Toribia 1.91 2018
763552627 Degele, Josuha 3.98 2019
763554495 Glembocki, Rus 1.55 2018
763566831 Ala, Ermes 3.97 2022
763569206 Rappaport, Asifa 2.78 2021
763578363 Kretzschmar, Tayna 1.52 2021
763583828 Schmoyer, Servita 1.26 2022
763586215 Rella, Goiuri 4.00 2019
763595560 Roling, Meridith 1.93 2018
763602440 Teeter, Yaco 1.08 2021
763622124 Kornblatt, Nazarica 0.65 2022
763627132 Pilz, Soufia 2.00 2022
763633970 Netzel, Zulfiqar 1.07 2020
763643071 Sterry, Pamelia 3.91 2019
763657375 Ogles, Hanana 4.77 2018
763658145 Pownall, Colon 0.14 2018
763659804 Cirioni, Rogerio 4.19 2022
763659772 Vicini, Yaqi 4.89 2018
763665573 Bryon, Monserrat 2.06 2019
763681403 Adcock, Lin 1.19 2018
763701482 Anagnostou, Chafiaa 2.16 2018
763720050 Presto, Nazarena 4.32 2022
763722509 Delima, Wessal 0.27 2021
763729088 Demma, Gail 0.35 2020
763736138 Chesanek, Emili 0.43 2019
763740892 Hardsock, Maimoun 1.86 2018
763740468 Loftman, Merrill 0.11 2018
763742786 Bittman, Belmiro 3.78 2019
763755021 Ardry, Salomon 1.18 2019
763789776 Maczko, Atiqa 0.57 2019
763802327 Randt, Dorthea 4.35 2021
763817845 Oser, Christopher 1.09 2021
763823044 Berardi, Nelson 3.65 2021
763829725 Tatom, Krystyna 3.55 2022
